,rok,posel,okreg,klub,lista,partia
3192,1976,Janusz Brych,Szczecin,PZPR,,
3193,1976,Stanisław Brzeski,Gdańsk,PZPR,,
3194,1976,Jerzy Buć,Warszawa,PZPR,,
3195,1976,Maria Budzanowska,Piotrków Trybunalski,SD,,
3196,1976,Jerzy Bukowski,Łódź,bezp.,,
3197,1976,Helena Bursiewicz,Szczecin,SD,,
3198,1976,Czesław Burski,Sieradz,ZSL,,
3199,1976,Józef Buziński,Bielsko-Biała,PZPR,,
3200,1976,Władysław Cabaj,Kraków,ZSL,,
3201,1976,Stefan Całużyński,Puławy,PZPR,,
3202,1976,Longin Cegielski,Jelenia Góra,ZSL,,
3203,1976,Stanisław Celiński,Rzeszów,PZPR,,
3204,1976,Hubert Chojnacki,Skarżysko-Kamienna,PZPR,,
3205,1976,Stanisław Choma,Przemyśl,PZPR,,
3206,1976,Stefan Choroś,Radom,ZSL,,
3207,1976,Zenon Chudy,Bydgoszcz,PZPR,,
3208,1976,Jadwiga Cichocka,Siedlce,ZSL,,
3209,1976,Bronisław Cieniewski,Piotrków Trybunalski,PZPR,,
3210,1976,Marian Cieślak,Wrocław,ZSL,,
3211,1976,Stanisław Cieślik,Legnica,PZPR,,
3212,1976,Stanisław Ciosek,Jelenia Góra,PZPR,,
3213,1976,Zofia Ciszczoń,Bielsko-Biała,PZPR,,
3214,1976,Zofia Cybulska,Gorzów Wielkopolski,ZSL,,
3215,1976,Zbigniew Czajkowski,Gdynia,bezp. PAX,,
3216,1976,Alojzy Czarnecki,Koszalin,SD,,
3217,1976,Kazimiera Czechowska,Koszalin,ZSL,,
3218,1976,Anna Czepan,Szczecin,bezp.,,
3219,1976,Stanisław Czerniej,Chełm,ZSL,,
3220,1976,Bohdan Czeszko,Warszawa,PZPR,,
3221,1976,Wacław Czyżewski,Szczecin,ZSL,,
3222,1976,Jan Darzyński,Katowice,PZPR,,
3223,1976,Franciszek Dąbal,Rzeszów,ZSL,,
3224,1976,Paweł Dąbek,Lublin,PZPR,,
3225,1976,Mieczysław Derejski,Kielce,ZSL,,
3226,1976,Barbara Dębicka,Płock,bezp.,,
3227,1976,Mariusz Dmochowski,Kalisz,PZPR,,
3228,1976,Kazimierz Dobisiak,Jelenia Góra,PZPR,,
3229,1976,Wit Drapich,Kraków,PZPR,,
3230,1976,Zdzisław Drewniowski,Przemyśl,PZPR,,
3231,1976,Bogusław Droszcz,Gdynia,ZSL,,
3232,1976,Ludwik Drożdż,Wrocław,PZPR,,
3233,1976,Józef Drzewiecki,Poznań,PZPR,,
3234,1976,Edward Duda,Przemyśl,ZSL,,
3235,1976,Jadwiga Dymała,Kędzierzyn-Koźle,ZSL,,
3236,1976,Franciszek Dzierwa,Tychy,PZPR,,
3237,1976,Ryszard Dziopak,Bielsko-Biała,PZPR,,
