embedding,n_neighbors,min_cluster_size,min_samples,topics_num,not_found,support,c_v,u_mass,c_uci,c_npmi,c_su,c_cu
use-default,25,20,10,584,174485,80316,0.4635520906631088,-1.2667565333203152,-1.9782343085588128,0.024526489986293008,0.5354350727769656,0.6406230153689826
use-default,25,20,20,443,171477,75627,0.4616638862807788,-1.2134554807239277,-2.0636315046780873,0.02328888555214002,0.5560018959592369,0.6463066954643628
use-default,25,50,10,296,161660,72452,0.42956172442500273,-1.085175143309316,-2.4147789502534334,0.011176868687320055,0.5609226068808227,0.6262604743644369
use-default,25,50,25,247,159372,69482,0.43565376472449097,-1.0276926202047427,-2.368571404858662,0.01520606571577728,0.5629369546135179,0.6230557810006626
use-default,25,50,50,194,156936,66312,0.4188639539364079,-0.9605112520705235,-2.679505648682614,0.002287195850652887,0.5478090033308735,0.6135418698077149
use-default,25,100,1,241,147647,68996,0.4111846130299553,-1.0014221788902071,-2.7737588888219054,-0.009445880467639447,0.563549870709224,0.5954449391798148
use-default,25,100,10,182,158373,65371,0.4120493108268642,-0.9702116770593958,-2.6242134983574825,0.001550192279135785,0.5661300099659924,0.6246626465793247
use-default,25,100,50,134,152094,62629,0.3934186317972209,-0.8642161278986342,-2.9359472133843503,-0.011037686575968948,0.5513229109698833,0.6070565377890033
use-default,25,100,100,94,100965,60940,0.3976656787240143,-0.7259246433711656,-2.7593583639510806,-0.0040578262005760484,0.5297519002583849,0.5136317802904932
use-default,25,200,1,126,142258,60755,0.3919652945722955,-0.7964577138533696,-3.1143403812727333,-0.022348935172496028,0.5703826296569465,0.593106015898226
use-default,25,200,20,96,142719,59783,0.366177401999959,-0.7822284077964315,-3.3277258570651083,-0.028336296223649745,0.569351646167011,0.5956419472282816
use-default,25,200,100,74,134411,59125,0.36079905834481796,-0.6446619247978775,-3.4408785173366105,-0.031965602544925885,0.5693973833109062,0.5857429132862507
use-default,25,200,200,57,111451,58793,0.36855149916647545,-0.5958837124899296,-3.2577501179264927,-0.023053211903484017,0.5415509204764819,0.5378497722771515
use-default,50,10,10,718,175620,78683,0.46799860843950924,-1.3359906803012696,-2.1081190781097403,0.012702836254086957,0.5577170539701763,0.6572161900030753
use-default,50,20,10,456,170426,75505,0.4679237541424917,-1.198582022463025,-2.171719694809789,0.017651885513417318,0.5292608043498641,0.6296131876075461
use-default,50,20,20,333,161560,71131,0.4630306994599373,-1.1152884166921384,-2.1078474101220817,0.02520922168667629,0.5277913644357952,0.6089102541609647
use-default,50,50,10,253,164751,70201,0.4558461512056886,-1.0316125905201239,-2.3108858256814635,0.015633887405813902,0.5364858377340375,0.6222344114247654
use-default,50,50,25,203,155720,67058,0.449407814163963,-0.9802287989350145,-2.3004731499123663,0.018723480692447354,0.5394344069128044,0.6041707292341053
use-default,50,50,50,169,148786,65229,0.41301882832478803,-0.9092939923040888,-2.635816185107905,0.0042964189614334725,0.5400700377690587,0.5914247918449926
use-default,50,100,1,208,152129,66762,0.3902240881757054,-0.9250167281129273,-2.8969028411926767,-0.013022395473803483,0.5508277118118088,0.5987229724580775
use-default,50,100,10,148,152389,64041,0.4058670705325353,-0.8704601096509801,-2.810647898435489,-0.00778848560880796,0.5488162451961854,0.6013668579800271
use-default,50,100,50,118,145672,62102,0.3843614277067941,-0.8424692967922808,-3.0128850143281123,-0.014017522079334899,0.5450165773357155,0.5910435002234268
use-default,50,100,100,94,137878,61102,0.379585221431481,-0.7236576881728777,-3.0643651510075296,-0.016206364282417365,0.5595080525160516,0.5868024424176843
use-default,50,200,1,103,133034,60007,0.3673309594766219,-0.7206604421738383,-3.287721911538693,-0.029067912471905114,0.5334184654928251,0.5557454868397268
use-default,50,200,20,85,134429,59459,0.3459375968210069,-0.7210840668545165,-3.400037920459211,-0.03143601038710529,0.5428843354607547,0.5643534134684115
use-default,50,200,100,69,136933,59198,0.3625257047159229,-0.6230388847471793,-3.474554206946235,-0.03224695041237378,0.5613892655046154,0.5868873697238899
use-default,50,200,200,56,133085,58759,0.3588605349081972,-0.5701770526225661,-3.40970687191499,-0.03049721964139351,0.5471659617210612,0.5720663854420052
use-lexrank-weighted,15,10,10,1023,165425,None,None,None,None,None,0.33088592485669477,0.5459941531601281
use-lexrank-weighted,15,20,10,642,163991,81318,0.46501713601587025,-1.2645450689300919,-2.0978922528559396,0.018804618623006163,0.33169486718971547,0.5426014078087811
use-lexrank-weighted,15,20,20,519,160937,77667,0.47200581784131895,-1.231039985033233,-2.0966693014233386,0.021364206408704168,0.33601255406284686,0.5366624552448991
use-lexrank-weighted,15,50,10,316,152270,72893,0.4218220825570646,-1.0604055890872357,-2.7067427957255648,-0.0030023893955858187,0.33629643276604565,0.5112031173891866
use-lexrank-weighted,15,50,25,265,144103,69973,0.4216335675388362,-1.0234084003118498,-2.6976452036162093,-0.004203695843553088,0.3375838370456239,0.4892251356502663
use-lexrank-weighted,15,50,50,243,153640,68669,0.42420172009739915,-1.0080271215858194,-2.685306993574698,-0.0012557566375849215,0.3337696484059324,0.5160248147624552
use-lexrank-weighted,15,100,1,248,140402,68598,0.4131923211717253,-0.9717887526715161,-2.947365988958209,-0.0156337686001392,0.3292932321166633,0.4743344742142308
use-lexrank-weighted,15,100,10,197,147651,65776,0.3900143187080879,-0.9309439085251564,-3.178130392195538,-0.023679565777850155,0.33436723224900033,0.498007801557803
use-lexrank-weighted,15,100,50,161,146824,63631,0.3885118539164424,-0.8785905311812297,-3.1794578457391887,-0.022459365652067832,0.3290107330584495,0.4938873176355448
use-lexrank-weighted,15,100,100,146,147573,62863,0.38360710947242527,-0.865587195427879,-3.348065656484285,-0.028141397090539297,0.3285937483615926,0.49675972392600026
use-lexrank-weighted,15,200,1,139,137821,60621,0.37680660277019945,-0.7740830733926034,-3.5132201795313067,-0.041423474439603654,0.3275868985297952,0.4690744291736005
use-lexrank-weighted,15,200,20,108,140357,59480,0.36659722396558003,-0.6903443945380142,-3.606753504783617,-0.04047741125713819,0.340477421494698,0.483432409767463
use-lexrank-weighted,15,200,100,101,140173,59544,0.38686603528363356,-0.6780640133945255,-3.528034122851561,-0.035873234377726396,0.3356089223807258,0.482086639352041
use-lexrank-weighted,15,200,200,87,144241,59012,0.37130722677759803,-0.6120843233535296,-3.739077940579322,-0.04809367408672717,0.33127928495491593,0.49285711371083246
use-lexrank-weighted,20,10,10,958,170818,84523,0.48507083652125704,-1.3788106329892837,-1.901688385921819,0.022026079895098867,0.3283038196985219,0.5628568187833188
use-lexrank-weighted,20,20,10,567,159346,79155,0.4747750639208288,-1.222882405327675,-2.0180470590099464,0.023775144969786083,0.33484933909666104,0.5290175759764199
use-lexrank-weighted,20,20,20,477,163184,75861,0.46134496045323836,-1.1679222166883827,-2.217923756091066,0.017073109679119063,0.3345990907212234,0.5421593218782736
use-lexrank-weighted,20,50,10,301,152277,72193,0.4374563671819383,-1.048163361203984,-2.517595972624528,0.004361589834919771,0.33648048238654393,0.5102574164836725
use-lexrank-weighted,20,50,25,251,147466,69128,0.41171034612018753,-1.0097266156566262,-2.724110380864321,-0.0027393220221919117,0.3321658472842561,0.4954560613640153
use-lexrank-weighted,20,50,50,237,154875,68214,0.4152947339481069,-1.0103264054907704,-2.635813053670611,0.002521054369341802,0.32444160962219665,0.5122093504344228
use-lexrank-weighted,20,100,1,238,139242,68416,0.41052881783470124,-0.9348688748221958,-2.971483724799106,-0.01809094028779202,0.331789802289282,0.4716944105526309
use-lexrank-weighted,20,100,10,186,148863,65195,0.3906180441306878,-0.9250200548310433,-3.1547044968607545,-0.02134151240164578,0.33735744208837243,0.501925902559292
use-lexrank-weighted,20,100,50,158,153003,63532,0.34564152982999546,-0.8819027611740081,-3.5572538929042596,-0.038305173673989674,0.33666186449065777,0.5173030878977118
use-lexrank-weighted,20,100,100,137,149190,62460,0.3776688887401792,-0.8195336299143416,-3.2719623142280607,-0.025194640084908824,0.33282915736548935,0.5051285935983687
use-lexrank-weighted,20,200,1,76,92109,59477,0.3795743603447775,-0.6444578507585056,-3.3372213873223777,-0.0324491122842398,0.3680169788686906,0.38004729099700596
use-lexrank-weighted,20,200,20,104,133346,59625,0.3656094688159308,-0.6432222806417441,-3.572404543656876,-0.04149732241152489,0.3262546668745929,0.45721556700391036
use-lexrank-weighted,20,200,100,92,143438,59097,0.38654120205121056,-0.6250820703539558,-3.5004150606311493,-0.03858095136981483,0.33214728026892604,0.4902901895315722
use-lexrank-weighted,20,200,200,54,97341,58642,0.37582965297226517,-0.51361966116422,-3.6297696300007263,-0.043668402666073955,0.3564170754042425,0.38197130112742783
use-lexrank-weighted,25,10,10,872,169783,82049,0.47509895434956184,-1.3574672596563766,-2.111380191968125,0.011393178259936935,0.32987324084239944,0.5609195306021594
use-lexrank-weighted,25,20,10,564,168673,78872,0.4698417091239557,-1.2413585151070066,-2.112430012231813,0.01968102873669443,0.32969611150444933,0.5572373144545925
use-lexrank-weighted,25,20,20,438,168791,74699,0.4599237246313965,-1.1686875716686937,-2.2070433453938514,0.017740183540596657,0.3334415979862775,0.5615965426456708
use-lexrank-weighted,25,50,10,280,157769,70910,0.4198310158911921,-1.0341673339580184,-2.6825336201041936,-0.001789974376181647,0.33256397990911263,0.5246688232310213
use-lexrank-weighted,25,50,25,257,159333,69577,0.42534506238996805,-1.017781591624423,-2.7091939612386233,-0.0015530913324195272,0.33574205898187476,0.5322087537079728
use-lexrank-weighted,25,50,50,220,160918,67249,0.4068050022513444,-0.9860783888131023,-2.83993466101145,-0.007495096735585942,0.3327626121346581,0.5371122607303512
use-lexrank-weighted,25,100,1,236,146266,68174,0.4017960532070759,-0.9554376869964816,-2.9965340665301605,-0.017961321918990338,0.32916504422317405,0.49103168563496685
use-lexrank-weighted,25,100,10,189,153734,65681,0.382092332141772,-0.9063888835143509,-3.150857087895021,-0.02101835476886388,0.332999392152007,0.5119873921424257
use-lexrank-weighted,25,100,50,160,156589,63831,0.3904680729076754,-0.8820277555592111,-3.283042646307586,-0.0255279866670302,0.3367229841046209,0.5288074960206107
use-lexrank-weighted,25,100,100,136,153794,62362,0.3954637100994825,-0.8308422775606,-3.0330373534262476,-0.013811528371940223,0.3304545503986425,0.5166671430846568
use-lexrank-weighted,25,200,1,126,142449,60262,0.38198524181036825,-0.720195375724157,-3.4642510241477,-0.038066861513453065,0.3317096681570204,0.48399941443419703
use-lexrank-weighted,25,200,20,70,101538,59202,0.34978425649216854,-0.6316282480687414,-3.6667492809977036,-0.04756336611907452,0.36951023814108735,0.39386587640628834
use-lexrank-weighted,25,200,100,55,95545,58807,0.4120449846558409,-0.5319897209729105,-3.1408616174035333,-0.023004219682176027,0.3678298352433334,0.38576847227657174
use-lexrank-weighted,25,200,200,55,97600,58838,0.41756185725946304,-0.5314490887089298,-3.2517258405129272,-0.02795544343640672,0.3723228995057661,0.39314774994972385
use-lexrank-weighted,50,10,10,723,178074,78399,0.4514267907552136,-1.3292207818221229,-2.4560525818385854,-0.0025547418452543103,0.3256266140057724,0.585003522330753
use-lexrank-weighted,50,20,10,476,175375,75775,0.45838516228964094,-1.1901602769715656,-2.3991734105913114,0.007818167386364967,0.3290647086880483,0.5796391096064881
use-lexrank-weighted,50,20,20,365,167032,71692,0.4544423667455531,-1.1238945215600802,-2.406433263697433,0.010060463041220356,0.32563168530937453,0.5508850374320583
use-lexrank-weighted,50,50,10,253,164504,69657,0.4029642688538882,-1.0191755697258384,-2.9645442029876197,-0.015453406194932994,0.3357045689967177,0.5493895534879142
use-lexrank-weighted,50,50,25,226,163653,68038,0.4080474858800484,-0.9919514444356102,-2.913863084681511,-0.009141400279937035,0.34026391391147687,0.5505353249107792
use-lexrank-weighted,50,50,50,185,158109,65548,0.4014903670035274,-0.9312976338941137,-2.8718952861391087,-0.005660073007550665,0.3246669655069365,0.5245550610652332
use-lexrank-weighted,50,100,1,206,142920,66436,0.40206265977412814,-0.8876398868047882,-3.1302568991398947,-0.023923644334426928,0.3327614690557885,0.48468630708551574
use-lexrank-weighted,50,100,10,175,160448,64972,0.3755377706385243,-0.8829514016306867,-3.4165370168099667,-0.034577734752067366,0.3353540595367269,0.5361826626020418
use-lexrank-weighted,50,100,50,91,101689,61128,0.3529758664658087,-0.7525935555626349,-3.264886508745923,-0.025860408910014045,0.358808273441633,0.38584983015110697
use-lexrank-weighted,50,100,100,128,151889,62105,0.3961436218496239,-0.7768033357675342,-3.0818344697329185,-0.013612792204557762,0.33106395613951367,0.5095813703275027
use-lexrank-weighted,50,200,1,72,89120,59273,0.3931508588053086,-0.6144805189177818,-3.396627561787236,-0.03271602523570097,0.3671288570648381,0.3747908709239559
use-lexrank-weighted,50,200,20,100,147468,59385,0.3888546972144316,-0.6606299859559255,-3.599858276589834,-0.043286288119702594,0.3308910931671927,0.49918526100307065
use-lexrank-weighted,50,200,100,91,147218,59288,0.3921783700029148,-0.6190909496698004,-3.520849967238335,-0.03679522496525849,0.329851666852041,0.49838996315257444
use-lexrank-weighted,50,200,200,53,98796,58719,0.34833301617819384,-0.5432083199081899,-3.888874846120291,-0.05800943792239652,0.3634101664822421,0.3879609153825002
use-mean,15,10,10,958,175245,83724,0.48552799963033366,-1.4386923100781026,-1.9513380075228923,0.019102778482815413,0.4641265154311348,0.6073749606344299
use-mean,15,20,10,555,165079,79153,0.49037909012814584,-1.2479743889587587,-1.903608884812467,0.02883644885143598,0.48754171030518545,0.594853201201543
use-mean,15,20,20,442,159221,74949,0.48847235598882427,-1.1852265666438313,-1.9334739961431409,0.029584891482631707,0.4945340149429807,0.5842445629739945
use-mean,15,50,10,282,150523,70903,0.45644543790646513,-1.0612005125265285,-2.31824597337056,0.015252695764120569,0.4876217427677308,0.5591475124953815
use-mean,15,50,25,263,153819,69982,0.4464947787498202,-1.0671054777378315,-2.2476821773012494,0.01832443508719969,0.5080278577088285,0.5817192451858882
use-mean,15,50,50,217,152398,67165,0.435039150366778,-0.9884200204175575,-2.3894423447886233,0.013786587390659492,0.4974232877414067,0.5714170931792799
use-mean,15,100,1,208,132104,66243,0.40102752648185974,-0.8971376439022037,-3.031068283500727,-0.021173518166358186,0.5209729506058453,0.546442247383884
use-mean,15,100,10,174,141971,64742,0.4304281355108006,-0.9107905788492625,-2.7938605247950528,-0.008587178898527791,0.5172000223135425,0.5622920279562711
use-mean,15,100,50,143,143597,62770,0.40339210743227316,-0.8821990932543337,-2.881624081734827,-0.009882732650335154,0.5114553744954403,0.5631325474986578
use-mean,15,100,100,117,131022,61376,0.39402644103953693,-0.7739315854086832,-2.9220374538114635,-0.0074847028543143105,0.4972891741321621,0.532751753312255
use-mean,15,200,1,123,121192,60461,0.37345802266483247,-0.7494455979257083,-3.2952034138361923,-0.031459998582680136,0.5194887208428592,0.5253950867134405
use-mean,15,200,20,102,137815,59727,0.3756466718467397,-0.7326635015725379,-3.278131071424403,-0.026222927424846002,0.5122114360648812,0.5543318707618667
use-mean,15,200,100,90,130367,59492,0.374005654792622,-0.6799579224112606,-3.0820531001253224,-0.013407172283142105,0.49844114075678514,0.5330985663581044
use-mean,15,200,200,77,129998,59257,0.3638334229308895,-0.6182386670074604,-3.2732620423022154,-0.024068214259504263,0.5256137168034082,0.5513369809036638
use-mean,20,10,10,784,164685,78874,0.4673073274204041,-1.3675477401413312,-2.1780407328901434,0.009018013224863439,0.49591140990797694,0.5960570232505515
use-mean,20,20,10,478,164395,75451,0.47512949142806615,-1.2584027840320937,-2.144735698828743,0.019062107500820085,0.49630430649301266,0.5946765049359718
use-mean,20,20,20,376,153545,71768,0.4555475889855181,-1.1656185093969813,-2.2157230707970896,0.017841301898570833,0.5123857450960255,0.5822154434930205
use-mean,20,50,10,235,144317,68621,0.4318117696486221,-1.0118646434525176,-2.552427596822549,0.004211083940345627,0.5184304064092679,0.5649683340209984
use-mean,20,50,25,199,141705,66182,0.43905274979025266,-0.9601082768461996,-2.5368756885748986,0.006970125801359418,0.5240661705697819,0.5664410999569083
use-mean,20,50,50,182,145783,65228,0.42422532729351814,-0.9446470993801227,-2.708805726051193,-0.0019938605145363663,0.5202689322860188,0.572839043973857
use-mean,20,100,1,203,140046,66495,0.4232314988317401,-0.9242532976568965,-2.8171188066813513,-0.01047154520033897,0.5159852429320663,0.5538524439356461
use-mean,20,100,10,160,147992,64111,0.4075862844168975,-0.9051256490389084,-2.8736960806845926,-0.008999217944553689,0.512982590763033,0.5691354290217556
use-mean,20,100,50,125,137174,61854,0.3889383698154891,-0.8184367347432907,-3.1054045278106064,-0.01990864567423677,0.5267951907852383,0.5613033829413215
use-mean,20,100,100,111,135007,61156,0.39557163717470617,-0.774082495767248,-3.0941711536633316,-0.018277091997636597,0.5188489281982005,0.552814428285153
use-mean,20,200,1,112,135580,59953,0.3757018553665358,-0.7679126510170464,-3.2311022724157894,-0.025981148444049612,0.5048622509309755,0.5407023835909008
use-mean,20,200,20,96,133089,59559,0.3632123507435854,-0.7386644569076108,-3.4205618412666006,-0.02990340209715629,0.5250476700230823,0.553494758061316
use-mean,20,200,100,83,131514,59401,0.3861515690694242,-0.6607848794941683,-3.1404065131347427,-0.018882517234529772,0.5173537666356656,0.5457982593807961
use-mean,20,200,200,78,132808,59291,0.3686015884329876,-0.639548544125845,-3.3191417652879247,-0.027792512328312157,0.5189442350981637,0.5498093516376813
use-mean,25,10,10,766,175131,78818,0.4743723034495148,-1.386576653471881,-2.190947762613769,0.009808181246495313,0.48760352411269764,0.619132482449009
use-mean,25,20,10,488,174518,75939,0.4684721312035737,-1.2556750806658878,-2.170637823329095,0.018237498345396667,0.4851794885163847,0.6182473229209152
use-mean,25,20,20,373,159937,72060,0.47626897147518826,-1.1643890639671284,-2.1172842398204996,0.02235011186872525,0.5187072448155131,0.6020170952397983
use-mean,25,50,10,239,155270,68596,0.4308600161583,-1.0524809604999308,-2.50246230862504,0.006544784406624215,0.5145119823233627,0.586824104948231
use-mean,25,50,25,220,155903,67118,0.4440175773690243,-1.0263127767848337,-2.42853214976083,0.012410809047305042,0.515853039578219,0.591048326782617
use-mean,25,50,50,178,148617,65411,0.44399156962804226,-0.9530739100792305,-2.443240344805738,0.011231794558708728,0.5253838862559241,0.5829618564360348
use-mean,25,100,1,187,135761,65408,0.4331229133933717,-0.9139149281518972,-2.68714446612977,-0.00476399108693888,0.5172304773948783,0.5475074077692033
use-mean,25,100,10,151,149069,63427,0.4092453794504996,-0.9187080140282101,-3.053326427779253,-0.02058245403858428,0.5279865212854559,0.5834303730285099
use-mean,25,100,50,125,141882,62132,0.42405049540724676,-0.8068097106575769,-2.8322740147246366,-0.0061959746721459595,0.5239656754854174,0.5709780300458661
use-mean,25,100,100,106,133781,61122,0.40403698195482585,-0.7987392553123804,-2.9602879426685305,-0.012330728356673688,0.5210416318341414,0.552744152179849
use-mean,25,200,1,110,129551,60149,0.37114650881953026,-0.760987154156073,-3.3669786155779367,-0.034047203745717645,0.524244015032206,0.5442239463840148
use-mean,25,200,20,96,136410,59679,0.3651623583399786,-0.7436284410940341,-3.38282840720025,-0.03045838158290076,0.5237580257846961,0.560060670935225
use-mean,25,200,100,85,132778,59603,0.3942563614999252,-0.7149262638723373,-3.1698449681296275,-0.01861969132621058,0.5174858183926131,0.5489705196048188
use-mean,25,200,200,80,139601,59343,0.37289139809255967,-0.6739777909180601,-3.279302572443335,-0.02326560909509027,0.5078226460154622,0.5581960295613904
use-mean,50,10,10,608,175666,74566,0.4641929118986298,-1.291664376548906,-2.3294281102421945,0.005115168632430089,0.5133836124249009,0.6379517786185824
use-mean,50,20,10,374,166701,71742,0.4735955551373758,-1.140996603774716,-2.2222092192736542,0.0171031551811021,0.5110528244834379,0.6122030036824181
use-mean,50,20,20,311,173057,69615,0.46844449869078486,-1.1234564983905897,-2.2287484849274874,0.019470432474867662,0.5050386801675135,0.6239932457638766
use-mean,50,50,10,191,152100,66368,0.44120937598958293,-0.9669774850906546,-2.5037050623429784,0.009620194460837582,0.5230671798119549,0.5857131028935737
use-mean,50,50,25,184,155252,65900,0.45466420332539687,-0.9519536928994894,-2.3533043915811755,0.016095291461130357,0.5179204292893899,0.5916510496228287
use-mean,50,50,50,154,152106,64082,0.41783315527917797,-0.8920167465019937,-2.8078516226283328,-0.00313205784919354,0.5259904928117557,0.5932297773716759
use-mean,50,100,1,167,143391,64455,0.42142898694174313,-0.8705537839541335,-2.9362357353538115,-0.016205256037944326,0.5140218684493797,0.5604824420103093
use-mean,50,100,10,127,148363,62369,0.4048727416775502,-0.8523668739958566,-2.9224344855492173,-0.009664377193597123,0.5237072804838029,0.5792468283156013
use-mean,50,100,50,113,147445,61662,0.40070148076911183,-0.7945186423686424,-2.9417908310309144,-0.007884395069027253,0.5229611412616377,0.5809050313527597
use-mean,50,100,100,92,133960,60705,0.3983470814435398,-0.7042580492735286,-3.0528661619403272,-0.013196381184834032,0.5076719986310189,0.547967898977112
use-mean,50,200,1,105,142084,59928,0.38293885822581336,-0.7400503000667048,-3.252041859164356,-0.025024555229464323,0.5167502361746966,0.5623585652300142
use-mean,50,200,20,85,139857,59391,0.37713397301019835,-0.7084821715213584,-3.2961418098505364,-0.024631124824199064,0.5254094516907793,0.5669321064118445
use-mean,50,200,100,75,131566,59418,0.3939152029345152,-0.6204217514093484,-3.1923522961369746,-0.017854213692167813,0.5080783136419394,0.5413750191378356
use-mean,50,200,200,65,136001,58931,0.3919778799000594,-0.5620474643027233,-3.240061787774929,-0.02122325444005374,0.5261387980138499,0.5632716109731537
use-tf-idf-weighted,15,10,10,885,171557,81811,0.5125481321347017,-1.4132688010439907,-1.8081268660805696,0.030670457017858577,0.4154494826668202,0.5789938658487799
use-tf-idf-weighted,15,20,10,553,164910,78389,0.5111805144998578,-1.255880726205551,-1.7909410393404321,0.039140598642794566,0.4219884504582013,0.5636775588259749
use-tf-idf-weighted,15,20,20,384,115783,72914,0.525486547329541,-1.107956643094979,-1.502478193558584,0.0603088968391782,0.4055991627420199,0.43332461943735046
use-tf-idf-weighted,15,50,10,302,158141,71883,0.4895861372282525,-1.0637968487711746,-1.8943807756427637,0.04218533516151306,0.42434859029476735,0.5460152686933792
use-tf-idf-weighted,15,50,25,262,153966,69264,0.47862584133032127,-1.044705363548647,-2.080166774018125,0.03518464336660483,0.4258329633803458,0.5371147500155656
use-tf-idf-weighted,15,50,50,189,102069,66014,0.45567934312462155,-0.924577090718294,-2.1599809785199096,0.034450077693122694,0.40666689296989034,0.41687879774960085
use-tf-idf-weighted,15,100,1,237,136939,67814,0.4764751031651302,-0.9277624325853926,-2.35134836324411,0.015539123533541676,0.41619169118706145,0.4884067848921696
use-tf-idf-weighted,15,100,10,185,150470,64500,0.45619004957046766,-0.9460176954855488,-2.4170492471624057,0.01861204008148783,0.41973885911220793,0.5245086676490555
use-tf-idf-weighted,15,100,50,135,100334,62513,0.4247451871883055,-0.835469876589018,-2.674233306564509,0.007714476136334368,0.4081818060361528,0.41765689604696954
use-tf-idf-weighted,15,100,100,151,151837,62804,0.4332833651860442,-0.8871645496437494,-2.707915550597436,0.005138465092612658,0.4156659034947514,0.5287956610458981
use-tf-idf-weighted,15,200,1,145,135884,60805,0.42849736497278684,-0.830757893741702,-2.8328296420193664,-0.005772137321076227,0.4094570171302845,0.4852364489807979
use-tf-idf-weighted,15,200,20,104,98222,60115,0.3915585194851619,-0.7790940848251436,-3.1490645384329587,-0.017739351165719675,0.4128527202098081,0.4191532823326791
use-tf-idf-weighted,15,200,100,115,150136,60022,0.41314611912050986,-0.7755305254961906,-2.986609111547575,-0.009417948425882734,0.4122087575409819,0.5245094226068872
use-tf-idf-weighted,15,200,200,74,101980,59205,0.3735405523510441,-0.6011294668926648,-3.360792434484851,-0.028915766193199053,0.40453078687425653,0.4260746749147835
use-tf-idf-weighted,20,10,10,765,173416,79273,0.504921562823311,-1.3407126369619249,-1.9104988938448486,0.02850173612921382,0.44106357344988933,0.5949383192297906
use-tf-idf-weighted,20,20,10,492,173609,76178,0.5112696516036053,-1.210312408582415,-1.8614492584371904,0.03899156083258421,0.40573718085333105,0.5791991765311374
use-tf-idf-weighted,20,20,20,404,165925,72971,0.4951046921492162,-1.159203356153282,-1.9876274913354124,0.03491443042690674,0.409231208175546,0.5608116483353028
use-tf-idf-weighted,20,50,10,270,160523,69788,0.4594472287900907,-1.036211873256931,-2.2990882465930063,0.022314061645987003,0.4111217016758563,0.5459308273654335
use-tf-idf-weighted,20,50,25,220,117088,67433,0.4638808790932914,-0.9906813379512236,-2.0814488721890947,0.03737911540161053,0.39454208368503557,0.43121970418027095
use-tf-idf-weighted,20,50,50,185,112144,65946,0.4688043269084688,-0.9236563237750753,-2.0565413918770745,0.04020533638684729,0.40796027000413854,0.43537569128866943
use-tf-idf-weighted,20,100,1,236,158101,67951,0.46056041501473194,-0.9544016817711414,-2.4666354143045797,0.013979825204500893,0.4099717175709222,0.540570276739596
use-tf-idf-weighted,20,100,10,167,147824,63697,0.4368886849634168,-0.8890434486435806,-2.6596097852210416,0.005627312438120981,0.43708931865762907,0.528623774821923
use-tf-idf-weighted,20,100,50,129,109917,62227,0.41143537925031126,-0.8311521092170253,-2.753878569840681,0.005453610947459491,0.40752256488721067,0.43374408411582616
use-tf-idf-weighted,20,100,100,148,160908,62889,0.4181939649335813,-0.8909018112073189,-2.9397947398128337,-0.006538480951537632,0.4126289790171049,0.552378288086666
use-tf-idf-weighted,20,200,1,139,147795,60779,0.4276092567085708,-0.8041642295149525,-3.026418489423801,-0.012518708787310734,0.43741273057500707,0.5290297006808901
use-tf-idf-weighted,20,200,20,122,149461,60381,0.39907179498796863,-0.779430006130907,-3.1543028117699214,-0.016572644424184966,0.42767157859608507,0.531471877760691
use-tf-idf-weighted,20,200,100,103,152316,59689,0.38622037777742885,-0.7104350078404073,-3.2979786645499747,-0.023427986271510878,0.4157297462163839,0.5315246976930972
use-tf-idf-weighted,20,200,200,66,97572,59210,0.3869240986151979,-0.5570870603508018,-3.019388971356406,-0.011101835882174312,0.4176355976163666,0.4290728134019325
use-tf-idf-weighted,25,10,10,712,174350,77786,0.49108371614033863,-1.3389495443437267,-2.123364566247862,0.01837269116067058,0.4282153053408537,0.5919110889641341
use-tf-idf-weighted,25,20,10,446,171359,74655,0.4942747143044472,-1.1836139074983898,-2.02699495939636,0.0319696246177249,0.42650147839931496,0.5837009803921569
use-tf-idf-weighted,25,20,20,369,175167,72287,0.48596314013958397,-1.1414062147768216,-2.038742963166016,0.03402569624784835,0.4153927620852552,0.5885862558412878
use-tf-idf-weighted,25,50,10,256,164561,69503,0.4955964453307211,-1.0344559632098178,-2.0153248009842297,0.03846432064193972,0.42190396164397104,0.5630417442169636
use-tf-idf-weighted,25,50,25,228,165966,67824,0.48076945255437253,-1.0214351029916233,-2.1297444885588126,0.032812495646736516,0.4408158757041346,0.5771836310827695
use-tf-idf-weighted,25,50,50,217,165202,67252,0.4612600690212504,-1.0295999115662313,-2.2155851287852886,0.02975756907611055,0.41424148606811145,0.5656494801887864
use-tf-idf-weighted,25,100,1,234,154425,68056,0.4568795665175415,-0.9525512814313338,-2.5852550967070216,0.005267623741764146,0.43151674635527415,0.5406206503328805
use-tf-idf-weighted,25,100,10,169,156682,64191,0.4409201472923468,-0.9269314323716458,-2.719592239312909,0.0048869485107766175,0.43527361683589694,0.5517320112205624
use-tf-idf-weighted,25,100,50,128,116210,62372,0.42253173464330035,-0.8355357415080358,-2.6868642857542206,0.008589358781277567,0.40908164750400233,0.4446276547369087
use-tf-idf-weighted,25,100,100,114,113571,61530,0.4279268493930514,-0.7849772812144722,-2.7031039246781363,0.0072442055787040535,0.40540119743528047,0.4388070744358476
use-tf-idf-weighted,25,200,1,138,149968,60689,0.4024760626809921,-0.8135459882566812,-3.07096205267343,-0.013735885103638597,0.4325845731634847,0.5326135089164146
