embedding,n_neighbors,min_cluster_size,min_samples,topics_num,not_found,support,c_v,u_mass,c_uci,c_npmi,c_su,c_cu
sbert-mean,10,50,25,279,145866,70621,0.4364032868746319,-1.0409625770751334,-2.409094676567569,0.0069204814098614,0.5234324074524492,0.5718736882890446
sbert-mean,10,50,50,227,141800,67768,0.42637269078763784,-0.9945999504386263,-2.4453872355215696,0.005940201626469524,0.521604909744623,0.5610922022251834
sbert-mean,10,100,1,266,134045,69818,0.4155199399205877,-0.9935293155615201,-2.7723284137110396,-0.009827921774702429,0.5099183418275516,0.5373409852946717
sbert-mean,10,100,10,187,138033,65453,0.401850595878935,-0.9290011563137659,-2.788168724474328,-0.009464779143653072,0.5307570764299581,0.560771743074876
sbert-mean,10,100,50,161,134920,63931,0.3992550983128292,-0.8927943275644555,-2.7965445158588356,-0.009354196504012252,0.5301920205562693,0.5539055824979844
sbert-mean,10,100,100,127,119106,62137,0.4136618881484113,-0.8038188551471019,-2.653063655204298,0.00033964894756879915,0.5268546061274103,0.5284942891781521
sbert-mean,10,200,1,139,120987,60995,0.3913979561172772,-0.7985742867674263,-3.1576092879329707,-0.027123971127360296,0.5320209699820968,0.5321965905887832
sbert-mean,10,200,20,115,127377,60209,0.4081206799574603,-0.7757200250003564,-3.009335440126913,-0.017044038432968853,0.5381611556772974,0.5466542020077195
sbert-mean,10,200,100,90,120954,59495,0.37069116688252574,-0.6807092470599888,-3.2847874180998917,-0.0273829930557971,0.531045813490411,0.5354561592594941
sbert-mean,10,200,200,80,122696,59250,0.39673087886630676,-0.6498583012363058,-3.0103519587341805,-0.016968785335547108,0.532764078704307,0.5401471421383548
sbert-mean,15,10,10,911,169715,83360,0.47220235220974016,-1.404987555538164,-2.091115549032156,0.011301931382936128,0.5206718674561025,0.6201616195916255
sbert-mean,15,20,10,553,165919,78717,0.46340868504564353,-1.2428261587930949,-2.1956120674799786,0.013572715910212503,0.5270832085305218,0.6153487005485991
sbert-mean,15,20,20,477,172864,76923,0.44238212610976946,-1.2020526381320573,-2.2499177790665303,0.01289887193840225,0.492085655170663,0.6193308372119015
sbert-mean,15,50,10,263,145584,70260,0.4304279866184928,-1.0152118073335936,-2.4697455812182554,0.005195238376023722,0.5352903601018238,0.5777327253932513
sbert-mean,15,50,25,230,143620,68128,0.4239346465091454,-0.9836650764473489,-2.386141685858586,0.011170146459413933,0.5068291290212656,0.5584359257991867
sbert-mean,15,50,50,185,137601,65468,0.438489521372837,-0.9069625491183635,-2.4242259673523074,0.009948942581785268,0.5350075770184214,0.5634196304739435
sbert-mean,15,100,1,212,128240,67092,0.41935591902138947,-0.9021792071342424,-2.71786798474126,-0.008928148333744217,0.5316319102470775,0.540390576692342
sbert-mean,15,100,10,161,134317,64104,0.41201363944100794,-0.8672519468128204,-2.707102175642318,-0.006299949085343384,0.5472619017197762,0.5626796127340197
sbert-mean,15,100,50,141,135507,62689,0.42616063006392174,-0.8682290585250227,-2.6125617019030924,0.0013480845747890324,0.5357695614789338,0.5595835309024693
sbert-mean,15,100,100,117,125059,61361,0.4055914919944812,-0.7753087079130673,-2.786533854527817,-0.00497406372060458,0.5414093415887152,0.5466502227880331
sbert-mean,15,200,1,118,118195,60427,0.3906026858228979,-0.747501287587949,-3.1097505163357826,-0.025144671719232133,0.5441130322304119,0.5354262150363392
sbert-mean,15,200,20,105,131870,60054,0.3567204270981182,-0.7474617750584414,-3.2530837833833925,-0.024190582000285864,0.5222749206087351,0.5471292965469153
sbert-mean,15,200,100,93,126316,59556,0.36592605786864835,-0.7098866517413983,-3.3418843535839358,-0.028738685125123946,0.5351426803927478,0.5461391725946827
sbert-mean,15,200,200,73,109413,59168,0.35678984807806874,-0.6206696600381219,-3.2756257966712976,-0.028086411285575888,0.4875015111015595,0.4889506515486167
sbert-mean,20,10,10,857,180243,82782,0.4693726289321672,-1.394536793197411,-2.197142744317798,0.0068647719524953885,0.5063327329387883,0.6423246908079336
sbert-mean,20,20,10,515,164058,77945,0.4536944212370613,-1.2037579727611885,-2.2128838857047475,0.012868435043542766,0.5079473179966064,0.6025625620814509
sbert-mean,20,20,20,403,161256,73693,0.45100268112121034,-1.1557019544807015,-2.269899231803164,0.012203531135684481,0.5035846833254408,0.5935224864985423
sbert-mean,20,50,10,276,159503,71075,0.4250259016667264,-1.057047315034984,-2.5399287783446356,0.0010726341706837862,0.5111425001358179,0.5940784485854514
sbert-mean,20,50,25,226,151423,67843,0.42632671001095873,-1.002191068775712,-2.461436812049173,0.006539684911023323,0.5346336559500109,0.5910777423719935
sbert-mean,20,50,50,190,146848,65945,0.4342887552087284,-0.9435376022089919,-2.482409699277347,0.006127928809685893,0.5401204313121412,0.5843262119967132
sbert-mean,20,100,1,212,133421,67276,0.41415454799374546,-0.9264373070697517,-2.86301663019107,-0.01553730130266564,0.5228646598678364,0.5466921646487531
sbert-mean,20,100,10,157,140080,64025,0.41749604465821494,-0.8617516788769848,-2.7679805413368204,-0.00914565402161471,0.5437288914823263,0.5725036856205317
sbert-mean,20,100,50,130,137358,62239,0.4171423012588101,-0.813330294302938,-2.769326461215895,-0.0037838564082974314,0.5427146069739189,0.5648471460129695
sbert-mean,20,100,100,121,137663,61846,0.40939034925330053,-0.7971319033820994,-2.7446913207979375,-0.003854504197446597,0.5443264393515931,0.568324232917954
sbert-mean,20,200,1,113,120357,60282,0.3764717877976444,-0.7453158996830994,-3.1535095141541047,-0.024141778259477015,0.544191802724226,0.5412073722016905
sbert-mean,20,200,20,95,130397,59758,0.3657149155832528,-0.7113074393719873,-3.3212604641259915,-0.028193843082663112,0.5458179879821671,0.5589995977569032
sbert-mean,20,200,100,90,136364,59655,0.3741892463346904,-0.688598362162637,-3.2044227835057866,-0.02404321546471925,0.5486413502109705,0.5702993993119247
sbert-mean,20,200,200,78,136895,59174,0.3826232189956527,-0.6674611209150966,-3.329556219287352,-0.02958803070061358,0.5280372642349886,0.5595406353468266
sbert-mean,25,10,10,833,183217,81205,0.4549890123336968,-1.394742749324615,-2.3351506968753877,0.0006981447358566608,0.5156454283971063,0.6535859161439945
sbert-mean,25,20,10,449,163364,75133,0.4450537872023393,-1.176526693006848,-2.407109123777397,0.005993449019776083,0.5237572188880082,0.6075337438973802
sbert-mean,25,20,20,378,172827,72795,0.4409867394267146,-1.1429972212884898,-2.376496157093735,0.009276255748204912,0.513208674650798,0.6278126152711176
sbert-mean,25,50,10,247,161544,69602,0.423126161938856,-1.038342973282584,-2.580292345984042,0.0029057722149523225,0.5332394704386453,0.6094426385475303
sbert-mean,25,50,25,199,143580,66338,0.41752209317199007,-0.9627095578885769,-2.57684895188369,0.001607964186774978,0.5211285762958461,0.5645020749364389
sbert-mean,25,50,50,174,141633,65235,0.41599395976615366,-0.8986435211298731,-2.435935216053885,0.007015629090962135,0.5393341465803556,0.5734942615016889
sbert-mean,25,100,1,206,133544,67117,0.42189588081177287,-0.9264348567215118,-2.689381682242124,-0.006630014040645909,0.5280361994112355,0.5495594980947989
sbert-mean,25,100,10,147,138892,63503,0.41797611174379046,-0.8317151884146081,-2.560433782233154,0.0032548280665730344,0.5408988940582911,0.5669632960699243
sbert-mean,25,100,50,131,140410,62386,0.39475856732897335,-0.8202050667257483,-2.8935662235402813,-0.011320139961128437,0.5380800815938945,0.5696323462648386
sbert-mean,25,100,100,119,137525,61727,0.39074487663262675,-0.7783178811978254,-2.8545643774162333,-0.007952618409672181,0.5342371303725792,0.561284935875875
sbert-mean,25,200,1,115,125776,60340,0.3991719448934239,-0.7896981590625882,-2.975219127355931,-0.016074441566099173,0.5299351906134807,0.5366810529648197
sbert-mean,25,200,20,97,137134,59675,0.3848297800710799,-0.6986130677813028,-3.2562372024110213,-0.02674444346570287,0.5379905513959715,0.5650325211910369
sbert-mean,25,200,100,87,135798,59465,0.38175174378619553,-0.6640056774861602,-3.109393981051963,-0.017307605955451142,0.5394116458424545,0.5636961875677273
sbert-mean,25,200,200,73,138228,59132,0.36426848446528937,-0.6291988811804122,-3.4916863098164908,-0.03639370135147492,0.5400230348401958,0.5711563071119129
sbert-mean,50,10,10,558,164104,73931,0.443144317066291,-1.248679739727234,-2.5616906349705,-0.007573254612415808,0.5281556837176351,0.6132252273579136
sbert-mean,50,20,10,379,171290,72251,0.4461213525075831,-1.1582596490036885,-2.451929493134905,0.006363963129047408,0.5189003022603292,0.624136624487895
sbert-mean,50,20,20,298,165434,69347,0.4594740456039964,-1.0990763886761128,-2.2442563403693416,0.017255552481583634,0.5049267492505232,0.6054135052960783
sbert-mean,50,50,10,212,160138,67489,0.43767489286579203,-0.9995858317127518,-2.520613212742475,0.0068984979311051435,0.5295432160218595,0.602625768806182
sbert-mean,50,50,25,188,150770,66178,0.42472077062773583,-0.9521171961019438,-2.623802571687036,0.00010555400693210787,0.5230967543336476,0.5841150398896878
sbert-mean,50,50,50,153,140178,64199,0.4152109988833914,-0.8659532845500749,-2.6127563223494197,0.00039828761989198723,0.5314534752487281,0.5687204350080935
sbert-mean,50,100,1,176,142572,64948,0.41931731908233877,-0.9134978185338204,-2.838467794081555,-0.012559685551384859,0.5144881772758512,0.5584550436794143
sbert-mean,50,100,10,141,147985,63393,0.404201528213805,-0.8612779545264757,-2.929800611609374,-0.012606735126188515,0.5307011826054567,0.5802136411316144
sbert-mean,50,100,50,121,141473,61994,0.39062559167510336,-0.7980272221803835,-2.8657544360003158,-0.008413392651152636,0.5274920277951034,0.5685496231205149
sbert-mean,50,100,100,103,139900,61088,0.39273760974730276,-0.7419375901809238,-2.8895386890428627,-0.008619441316584531,0.5312478461644496,0.56722535945356
sbert-mean,50,200,1,113,137859,60445,0.36576977074422484,-0.7511670482228389,-3.280556410319154,-0.02959663830985423,0.5267927158665157,0.5595884345502127
sbert-mean,50,200,20,89,140266,59589,0.3725471383195529,-0.6954491942903773,-3.161432499156142,-0.02304518418715581,0.5245152054140818,0.5613216623666302
sbert-mean,50,200,100,74,141328,58980,0.366183618592466,-0.6349946139481941,-3.3487992793090684,-0.030212164164455328,0.5223928761436284,0.5658311387007775
sbert-mean,50,200,200,63,123133,58874,0.3688258350632358,-0.5716287286372055,-3.2968221565190765,-0.027102901963849797,0.4833650086287874,0.5082147738867605
sbert-tf-idf-weighted,5,10,10,1968,161481,None,None,None,None,None,0.41504787012626615,0.5500167418137117
sbert-tf-idf-weighted,5,20,10,1132,159361,None,None,None,None,None,0.41075549472410994,0.5420004432764461
sbert-tf-idf-weighted,5,20,20,857,159629,93559,0.46603409804430634,-1.3834588767726788,-2.0558506014509845,0.01707243296488785,0.4050677823278092,0.5399965510685055
sbert-tf-idf-weighted,5,50,10,506,142757,84328,0.435364386677256,-1.1575475480993995,-2.4510286881567187,0.003639155723006141,0.449954173758823,0.5159836156315731
sbert-tf-idf-weighted,5,50,25,402,135303,77533,0.4361400583070901,-1.1132409535150423,-2.4638516236119528,0.0037764120446144903,0.4496830177552181,0.5012560403328506
sbert-tf-idf-weighted,5,50,50,299,123437,71153,0.4123460381887504,-1.0180786854983448,-2.664752344725594,-0.00238508662066877,0.43581306456556623,0.470956585756293
sbert-tf-idf-weighted,5,100,1,340,115603,72972,0.4102907846022162,-0.9792510970904733,-2.907954650353358,-0.01596422703707338,0.4437847759995411,0.4580314752544721
sbert-tf-idf-weighted,5,100,10,260,122547,68639,0.4101501025965113,-0.9647428939722277,-2.7395792234756042,-0.006639226734207204,0.44763686454086854,0.47260919660626377
sbert-tf-idf-weighted,5,100,50,188,107362,64317,0.41043296353419734,-0.8776696664203475,-2.6798433365349945,-0.0005717319736654832,0.40918836841984785,0.428695205969195
sbert-tf-idf-weighted,5,100,100,181,124859,63432,0.4027455215867357,-0.8920792820691749,-2.936200888112194,-0.013474199552701016,0.4443037406259823,0.4816614080607422
sbert-tf-idf-weighted,5,200,1,196,114071,62113,0.4016626403086408,-0.8482374305957565,-2.9967848673793878,-0.016468930362978345,0.44595000972917515,0.45999699657255927
sbert-tf-idf-weighted,5,200,20,157,118879,61145,0.37639156007518393,-0.8209288961848563,-3.188786285414607,-0.024374003155661565,0.45597746983489934,0.47580073907811526
sbert-tf-idf-weighted,5,200,100,134,115793,60308,0.3776910419330373,-0.7765641487565486,-3.1636303177921477,-0.024226446827029326,0.4511510087261183,0.46679678423718574
sbert-tf-idf-weighted,5,200,200,118,118964,60040,0.389063673755614,-0.7143608572561635,-3.1905374453383053,-0.02543019605872469,0.4526959385109252,0.47588938095656286
sbert-tf-idf-weighted,10,10,10,1060,163933,None,None,None,None,None,0.4512774564904564,0.5712799079495076
sbert-tf-idf-weighted,10,20,10,635,160890,82512,0.47422632112587615,-1.3067066037474175,-2.0121934924641183,0.02406522435964367,0.45580312008088153,0.5645391144237196
sbert-tf-idf-weighted,10,20,20,465,150212,75918,0.4575584015630173,-1.174811864296898,-2.235673031426088,0.01655034362119712,0.4614003192621497,0.5442647034273217
sbert-tf-idf-weighted,10,50,10,316,146732,72341,0.4274195240035532,-1.0480535220679077,-2.512392169703265,0.006602115053626489,0.4614708121963514,0.5346581836118751
sbert-tf-idf-weighted,10,50,25,260,134451,69191,0.42572760244189095,-0.9843918007531381,-2.5096203981961733,0.008347097631257785,0.4878576693069122,0.5248100950562451
sbert-tf-idf-weighted,10,50,50,227,137350,67071,0.41872265778752565,-0.9639692870131565,-2.6315078828076692,0.003936008358351787,0.4818589907847659,0.528193197267667
sbert-tf-idf-weighted,10,100,1,243,125834,67442,0.4117834718467232,-0.910631004661298,-2.868557363936776,-0.009463230814200536,0.47123807759977776,0.49592930982713507
sbert-tf-idf-weighted,10,100,10,200,141507,65053,0.40318662072242095,-0.9167987226167396,-2.8580473021986847,-0.00747918595354514,0.4813163799551234,0.5352751829298644
sbert-tf-idf-weighted,10,100,50,174,134789,63714,0.38797089498641385,-0.8869475202825825,-2.9813346861575796,-0.013327962041863385,0.47403421352425235,0.5183772796007239
sbert-tf-idf-weighted,10,100,100,145,125287,62259,0.4278169162382225,-0.8080267407382564,-2.58819940588334,0.007243701021687458,0.4797414485985262,0.5002224217610861
sbert-tf-idf-weighted,10,200,1,158,123628,61074,0.37667030042659594,-0.8389761176400917,-3.163752469165489,-0.019612205433325088,0.4669622865171006,0.48993053356136906
sbert-tf-idf-weighted,10,200,20,126,121985,60200,0.40305579137076053,-0.7606592010963766,-2.9278289237138364,-0.00999219603500512,0.4771602778749563,0.49477312936867357
sbert-tf-idf-weighted,10,200,100,113,122553,59972,0.39043372616245137,-0.7195018796202313,-2.9771899660378613,-0.011805205947474388,0.4794099468457703,0.49645751693113643
sbert-tf-idf-weighted,10,200,200,107,127253,59892,0.37478189104596593,-0.7444488559739554,-3.1461035569446647,-0.018940353390107655,0.471356971429056,0.5021521038246894
sbert-tf-idf-weighted,15,10,10,871,171902,82743,0.4830262820042447,-1.4043337810830347,-2.0143186039914585,0.018561936306288555,0.4518023321000112,0.5927706964303404
sbert-tf-idf-weighted,15,20,10,503,156945,77465,0.45765542896302863,-1.2247376479775915,-2.2500247217319265,0.01479557324871659,0.4868988085635932,0.5722340285328326
sbert-tf-idf-weighted,15,20,20,390,151173,72884,0.4549555869871868,-1.1371015069845252,-2.2284634439434527,0.02012628371213511,0.4735251086535565,0.5522000271329143
sbert-tf-idf-weighted,15,50,10,266,143514,69943,0.4180175051527816,-1.0125983484612489,-2.5234975343067036,0.008961739642388994,0.48924480587097735,0.543791590208418
sbert-tf-idf-weighted,15,50,25,250,149099,68490,0.4179644128418518,-0.9854568227657843,-2.6414797945156834,0.003825989308637841,0.4852570643233451,0.5544072201870536
sbert-tf-idf-weighted,15,50,50,218,141563,66837,0.43384423388669846,-0.9594601559300621,-2.4639176513920606,0.013700375637884041,0.48512665582151987,0.5381069641854767
sbert-tf-idf-weighted,15,100,1,225,134190,66895,0.39414058122533646,-0.9200049831460705,-2.9787988360918307,-0.016901494147914965,0.4866217388403283,0.522073194259208
sbert-tf-idf-weighted,15,100,10,172,136439,64046,0.3961377669706568,-0.8798811755354918,-2.927694250365606,-0.010914546592524482,0.48852374222985767,0.529697898567354
sbert-tf-idf-weighted,15,100,50,162,138939,63146,0.4124123939712415,-0.8807177013369428,-2.6716675839653923,0.0038991361216893935,0.4800548385571787,0.5296979982700594
sbert-tf-idf-weighted,15,100,100,129,110520,61633,0.3962670242680163,-0.7957354746647722,-2.8810888730514055,-0.005776226282178869,0.4407728887361063,0.4539901154004946
sbert-tf-idf-weighted,15,200,1,144,131054,60864,0.39407687965090216,-0.7875795508156155,-3.0344153947309365,-0.014299151986074106,0.4783414387214579,0.511565659080723
sbert-tf-idf-weighted,15,200,20,123,130088,60364,0.39302429245430903,-0.762818646740627,-2.9760512629580105,-0.01078354551623142,0.4806717006649386,0.5111102938772841
sbert-tf-idf-weighted,15,200,100,102,106463,59907,0.39374504733863525,-0.7241404840597858,-2.9488545890512325,-0.008090359718831163,0.4389536698552313,0.4474111650757327
sbert-tf-idf-weighted,15,200,200,88,101417,59601,0.3413441060456735,-0.6702154896150275,-3.3151706231965847,-0.024066682634349173,0.4371707649269924,0.43939061333801643
sbert-tf-idf-weighted,20,10,10,790,180027,80866,0.46918301339359375,-1.3587997078288585,-2.1716950175760887,0.011586425241878657,0.4562382492291494,0.6190076105487263
sbert-tf-idf-weighted,20,20,10,468,166074,75993,0.46956484845195956,-1.2092286323454728,-2.1540035856418203,0.021657483687969964,0.4853847584795684,0.5948197620704672
sbert-tf-idf-weighted,20,20,20,383,163967,72610,0.4678716803921832,-1.1445014513853207,-2.137541552522802,0.026380329171704416,0.4810856351928748,0.587676203711605
sbert-tf-idf-weighted,20,50,10,252,151942,68894,0.4291495418157466,-0.994134386808722,-2.492452439274592,0.011924347309686636,0.478093634794468,0.5558730366064722
sbert-tf-idf-weighted,20,50,25,230,152597,67354,0.42767366094597137,-0.9877397927627314,-2.4662298136535914,0.014203073533777725,0.47756570613470156,0.5568913941515232
sbert-tf-idf-weighted,20,50,50,202,147752,65994,0.4151130566084215,-0.9374376562207318,-2.685229722933701,0.0044650569870672415,0.4861700203027318,0.5527140996880439
sbert-tf-idf-weighted,20,100,1,209,133934,65935,0.4186424202351035,-0.8998143287253845,-2.8393701853054143,-0.00719227349381158,0.4797410330324654,0.5143053224922269
sbert-tf-idf-weighted,20,100,10,168,149785,63568,0.4022784131469311,-0.9074824529179447,-2.846666440253691,-0.0040952563875119325,0.4840257738889406,0.5559251102218278
sbert-tf-idf-weighted,20,100,50,152,144955,62669,0.40019113156790903,-0.8715820266453586,-2.820388331676711,-0.0014461561895239893,0.4843768274141359,0.5460611069249653
sbert-tf-idf-weighted,20,100,100,138,141721,62147,0.3785850795147802,-0.8327967258797867,-3.03692941062024,-0.013108741381655863,0.4818166441136671,0.538063556478929
sbert-tf-idf-weighted,20,200,1,137,132728,60739,0.39115079545826364,-0.8203365759822536,-3.144085094389812,-0.019361554068493603,0.46946895469062955,0.5075632121406857
sbert-tf-idf-weighted,20,200,20,125,144063,60406,0.36183688632743405,-0.8189038735902094,-3.407362044079002,-0.02997038083136713,0.48462783955943806,0.5436634696172065
sbert-tf-idf-weighted,20,200,100,107,135901,60079,0.34979700086167875,-0.7238025470957589,-3.283859506316149,-0.025135444546776308,0.47728404724633555,0.5231679489509501
sbert-tf-idf-weighted,20,200,200,82,114477,59429,0.37602911441843423,-0.6535356139858609,-3.190832420932158,-0.019491659413322662,0.43756535535282876,0.45964949809458167
sbert-tf-idf-weighted,25,10,10,730,179966,79185,0.46259657088473527,-1.362927043148517,-2.339523581275943,0.003264056398300864,0.474497613939845,0.628229475606701
sbert-tf-idf-weighted,25,20,10,458,171939,75488,0.4434594354183701,-1.2013666778943128,-2.426359719798273,0.007634476584081671,0.4724462722207482,0.6052776853197379
sbert-tf-idf-weighted,25,20,20,367,163338,72465,0.4597333908607128,-1.1227497958884232,-2.1994039939273087,0.022993147179682975,0.471437047585143,0.5821069739353877
sbert-tf-idf-weighted,25,50,10,254,158325,69011,0.42356786038970073,-1.0012698383393537,-2.576366331102908,0.00807909275028849,0.47013130708696976,0.565854392053906
sbert-tf-idf-weighted,25,50,25,200,133397,66307,0.4246244388539196,-0.9332898112602602,-2.3865908287243833,0.019475518229567595,0.43511218393998335,0.49036575423188383
sbert-tf-idf-weighted,25,50,50,178,138650,64726,0.41522670715173504,-0.8946272898940179,-2.6150544226180923,0.00731426748364102,0.4829022803104319,0.5278524061914077
sbert-tf-idf-weighted,25,100,1,209,141783,66116,0.4199610218241717,-0.8864830545012418,-2.8478999772239044,-0.007783865690481329,0.47698912249452124,0.5305698062459531
sbert-tf-idf-weighted,25,100,10,165,150518,63689,0.4101990973752261,-0.8666744853392224,-2.774558154601211,-0.002037898960170152,0.4824583919422569,0.5552417217337116
sbert-tf-idf-weighted,25,100,50,134,133420,62136,0.3975164437293724,-0.804095031779084,-2.8351186083250566,-0.0036910543472718146,0.4801091157081155,0.5174696966630916
sbert-tf-idf-weighted,25,100,100,124,134580,61756,0.3813708436516057,-0.7806647854112071,-2.98244492043075,-0.01052782462329946,0.480575828473653,0.5190605210291755
sbert-tf-idf-weighted,25,200,1,139,136875,60874,0.37027543803746615,-0.8021528244397996,-3.293927736091152,-0.02494737957603341,0.46340847677908575,0.5125857464415484
sbert-tf-idf-weighted,25,200,20,122,141134,60686,0.38394225569551166,-0.7930143700463961,-3.1360173000551823,-0.017490040021454833,0.47954764421413004,0.532304444363557
sbert-tf-idf-weighted,25,200,100,103,132845,60161,0.38522224243770026,-0.7320363959104659,-3.1703498284248015,-0.01889976052300246,0.4830949786810566,0.5178397638523594
sbert-tf-idf-weighted,25,200,200,82,113324,59405,0.3869946892220698,-0.6648007660422927,-3.272054277856612,-0.02300581482818144,0.4319469750225959,0.45292010046462905
sbert-tf-idf-weighted,50,10,10,585,181689,75771,0.45699355999240265,-1.2622702847939196,-2.3910936568339682,0.00613337276065372,0.44877655677655676,0.621025902697143
sbert-tf-idf-weighted,50,20,10,376,168016,72341,0.4623840734583834,-1.1331954050378996,-2.335336261209397,0.014273869814702892,0.4480089861011677,0.5797905362369085
sbert-tf-idf-weighted,50,20,20,275,160022,68571,0.45563211648063745,-1.035602230118835,-2.3793265479358414,0.016046820360186023,0.4727999645602144,0.5722162075464132
sbert-tf-idf-weighted,50,50,10,221,156477,67622,0.42631809660120357,-0.9626901458826854,-2.604942738556395,0.008315549911888877,0.45716740437841896,0.5547621836216262
sbert-tf-idf-weighted,50,50,25,193,148813,65811,0.4197740865817125,-0.9064496505449827,-2.6498752422044265,0.006433470964232972,0.4816906449784742,0.5515015244515594
sbert-tf-idf-weighted,50,50,50,161,146163,64020,0.41281260381785156,-0.8658399154899179,-2.7143722530301964,0.0009595328895319083,0.478266770065917,0.5409789894665691
sbert-tf-idf-weighted,50,100,1,186,141388,64777,0.40684463347176225,-0.8989028465181944,-2.970653163506143,-0.012987053939556722,0.47225050916496947,0.5259870548828471
sbert-tf-idf-weighted,50,100,10,155,157609,63346,0.40825476946036554,-0.8731430852462175,-2.847031426528328,-0.0044091573531042745,0.45529013213075825,0.5566564887338732
sbert-tf-idf-weighted,50,100,50,123,133883,61875,0.40104249786037743,-0.7861082647309627,-2.7750589249985755,0.0002734914550590174,0.4563886730921912,0.5035322981515372
sbert-tf-idf-weighted,50,100,100,126,148312,61907,0.37904724856868394,-0.8026406487926144,-3.13637139642736,-0.018514528247043437,0.474021261572258,0.545262870977569
sbert-tf-idf-weighted,50,200,1,133,139418,60787,0.38689574038476615,-0.8002578904448773,-3.1222982891136715,-0.0188886104980946,0.4678388056308141,0.520570106280589
sbert-tf-idf-weighted,50,200,20,104,141072,60101,0.3686021639230973,-0.7274117601370882,-3.387145770431928,-0.03138673661363352,0.47891607529385977,0.5344549389216091
sbert-tf-idf-weighted,50,200,100,95,141034,59838,0.4032211633163183,-0.7103218509362843,-3.0761670274389434,-0.014069086655687674,0.4729875200700628,0.5291186558711582
sbert-tf-idf-weighted,50,200,200,73,122407,59069,0.37488836100975564,-0.6176287028440032,-3.4018499127587334,-0.027671728846740642,0.42672693520880184,0.4661415711947627
tfidf,5,10,10,3166,101038,None,None,None,None,None,0.45381042291698037,0.4289288163195337
tfidf,5,20,10,1990,99607,None,None,None,None,None,0.4673077782245454,0.4377862089092887
tfidf,5,20,20,1701,100783,None,None,None,None,None,0.4605026733280743,0.438838919404826
tfidf,5,50,10,978,94076,110340,0.5267454030326351,-1.5165243018362817,-1.279190403432391,0.058769885777816396,0.45542467204188275,0.43461069302017863
tfidf,5,50,25,897,96726,105058,0.519464475741218,-1.5006014074706477,-1.3825613207239777,0.05583656066358439,0.46629932598651974,0.44502318652783657
tfidf,5,50,50,810,102580,99453,0.5168316413759978,-1.4725926062679822,-1.4934864730535375,0.051292899981069486,0.45269282288822765,0.4488319547911646
tfidf,5,100,1,603,86810,85752,0.5026818672806822,-1.3274472521969305,-1.946656322322953,0.03356618787440467,0.44058439747950706,0.42584487706187163
tfidf,5,100,10,557,90334,82721,0.4978423866583282,-1.329377287680488,-1.9748373234194836,0.0322600541146478,0.4481474997466115,0.4337381616723262
tfidf,5,100,50,492,94265,78611,0.4953706501457939,-1.3001969719069104,-1.977244591371319,0.03533268652965566,0.4542005469965836,0.44431364014087293
tfidf,5,100,100,446,102057,75829,0.4795252914124492,-1.2498368431923788,-2.200876814942104,0.025761360109186934,0.4459765325353006,0.45327267717030295
tfidf,5,200,1,321,87383,64464,0.44002779740845865,-1.0986698305777953,-2.8634275878312767,-0.0038759670135057266,0.426680521958366,0.4264522831743916
tfidf,5,200,20,305,90765,63868,0.4333020772396996,-1.075211279210519,-2.8431248725924037,-0.003552312460560558,0.43262241938235796,0.4319912003936666
tfidf,5,200,100,267,90410,63181,0.4357749207482373,-1.0510404965982745,-2.8151782317266427,-0.0003327911984193163,0.44911764464134535,0.4445853363109883
tfidf,5,200,200,247,98388,62960,0.4221787978939207,-0.9990971918604902,-2.816536630640095,0.002339895003205713,0.44692709039165196,0.4560987031533265
tfidf,10,10,10,2521,108449,None,None,None,None,None,0.5086137254109949,0.47915810045326357
tfidf,10,20,10,1658,103430,None,None,None,None,None,0.5185460223161583,0.4817581846276783
tfidf,10,20,20,1428,103625,None,None,None,None,None,0.5211320436238149,0.48683400392330933
tfidf,10,50,10,880,98508,104793,0.5299000467733556,-1.5049237269684375,-1.2374611045970643,0.06190325099179647,0.5147262075668542,0.4813766821483863
tfidf,10,50,25,821,102868,100506,0.530831881070921,-1.4855023011510653,-1.3039343814534898,0.059802523140457954,0.5201709834258138,0.49283693210126056
tfidf,10,50,50,735,105518,94970,0.5221080426742627,-1.4513354715591449,-1.3589773356120032,0.05908094502781553,0.5188964062272661,0.49809747805230187
tfidf,10,100,1,554,91551,83276,0.497981553958419,-1.349172566627884,-1.8607715292001306,0.03656112458199506,0.5107069693549061,0.48009960888305936
tfidf,10,100,10,498,95789,79790,0.4981518588486781,-1.3142318573402207,-1.8677842410226904,0.03832320654611775,0.5178421232334841,0.4895875943624261
tfidf,10,100,50,434,100864,75303,0.47906309259487106,-1.2739114865779813,-2.031446903426981,0.03272984599158522,0.5230006419569551,0.5022405514640254
tfidf,10,100,100,387,104238,72633,0.4848964000264448,-1.2505403010551717,-2.079091598090819,0.03212537434547624,0.5202090328444119,0.5072472898600943
tfidf,10,200,1,302,89854,64072,0.4556079770415558,-1.1458214613651005,-2.567444717990065,0.008738098194994867,0.5089980696182825,0.48872854286830436
tfidf,10,200,20,267,83162,63109,0.42828324288547637,-1.1024416925110785,-2.79957852556549,-0.0011427424591797103,0.5241220084193967,0.4932731549517496
tfidf,10,200,100,243,88753,62391,0.4277270559239068,-1.0776869122506059,-2.8101719768201914,-0.0018747389490648251,0.5181826231976032,0.49500160949962446
