embedding,n_neighbors,min_cluster_size,min_samples,topics_num,not_found,support,c_v,u_mass,c_su,c_cu
sbert-mean,10,100,10,187,138033,65453,0.401850595878935,-0.9290011563137659,0.5307570764299581,0.560771743074876
sbert-mean,10,100,50,161,134920,63931,0.3992550983128292,-0.8927943275644555,0.5301920205562693,0.5539055824979844
sbert-mean,10,100,100,127,119106,62137,0.4136618881484113,-0.8038188551471019,0.5268546061274103,0.5284942891781521
sbert-mean,15,10,10,911,169715,83360,0.47220235220974016,-1.404987555538164,0.5206718674561025,0.6201616195916255
sbert-mean,15,20,10,553,165919,78717,0.46340868504564353,-1.2428261587930949,0.5270832085305218,0.6153487005485991
sbert-mean,15,20,20,477,172864,76923,0.44238212610976946,-1.2020526381320573,0.492085655170663,0.6193308372119015
sbert-mean,15,50,10,263,145584,70260,0.4304279866184928,-1.0152118073335936,0.5352903601018238,0.5777327253932513
sbert-mean,15,50,25,230,143620,68128,0.4239346465091454,-0.9836650764473489,0.5068291290212656,0.5584359257991867
sbert-mean,15,50,50,185,137601,65468,0.438489521372837,-0.9069625491183635,0.5350075770184214,0.5634196304739435
sbert-mean,15,100,1,212,128240,67092,0.41935591902138947,-0.9021792071342424,0.5316319102470775,0.540390576692342
sbert-mean,15,100,10,161,134317,64104,0.41201363944100794,-0.8672519468128204,0.5472619017197762,0.5626796127340197
sbert-mean,15,100,50,141,135507,62689,0.42616063006392174,-0.8682290585250227,0.5357695614789338,0.5595835309024693
sbert-mean,15,100,100,117,125059,61361,0.4055914919944812,-0.7753087079130673,0.5414093415887152,0.5466502227880331
sbert-mean,20,10,10,857,180243,82782,0.4693726289321672,-1.394536793197411,0.5063327329387883,0.6423246908079336
sbert-mean,20,20,10,515,164058,77945,0.4536944212370613,-1.2037579727611885,0.5079473179966064,0.6025625620814509
sbert-mean,20,20,20,403,161256,73693,0.45100268112121034,-1.1557019544807015,0.5035846833254408,0.5935224864985423
sbert-mean,20,50,10,276,159503,71075,0.4250259016667264,-1.057047315034984,0.5111425001358179,0.5940784485854514
sbert-mean,20,50,25,226,151423,67843,0.42632671001095873,-1.002191068775712,0.5346336559500109,0.5910777423719935
sbert-mean,20,50,50,190,146848,65945,0.4342887552087284,-0.9435376022089919,0.5401204313121412,0.5843262119967132
sbert-mean,20,100,1,212,133421,67276,0.41415454799374546,-0.9264373070697517,0.5228646598678364,0.5466921646487531
sbert-mean,20,100,10,157,140080,64025,0.41749604465821494,-0.8617516788769848,0.5437288914823263,0.5725036856205317
sbert-mean,20,100,50,130,137358,62239,0.4171423012588101,-0.813330294302938,0.5427146069739189,0.5648471460129695
sbert-mean,20,100,100,121,137663,61846,0.40939034925330053,-0.7971319033820994,0.5443264393515931,0.568324232917954
sbert-tf-idf-top1,5,None,None,None,None,None,None,None,None,None
sbert-tf-idf-top1,10,None,None,None,None,None,None,None,None,None
sbert-tf-idf-top1,15,10,10,1302,162583,None,None,None,0.22770161730532293,0.4839542767887254
sbert-tf-idf-top1,15,20,10,752,159697,84777,0.4206055167968304,-1.4836583544876223,0.22954247596047653,0.4740284996994449
sbert-tf-idf-top1,15,20,20,566,161029,79208,0.4207338038240828,-1.3794304823774575,0.23085034587481018,0.47700053728963376
sbert-tf-idf-top1,15,50,10,326,158131,74664,0.4151865542141879,-1.036530011886562,0.22211031302181347,0.46018952652811684
sbert-tf-idf-top1,15,50,25,273,162760,71264,0.42967110412391196,-0.9778171378330586,0.21607719660161234,0.4741832971016034
sbert-tf-idf-top1,15,50,50,232,157454,68901,0.4165024979997785,-0.8670775449936431,0.22658684097990103,0.45580584156335363
sbert-tf-idf-top1,15,100,1,261,155372,69672,0.38375806122404854,-0.7916274950152324,0.17710544410894197,0.44426554260024786
sbert-tf-idf-top1,15,100,10,169,142025,65361,0.410115927054254,-0.7010478584236401,0.21005042601286733,0.39750404534135975
sbert-tf-idf-top1,15,100,50,129,138937,63000,0.40030261463908257,-0.6234679815515027,0.2097754067548839,0.3844691670918157
sbert-tf-idf-top1,15,100,100,103,133838,61687,0.434920508754284,-0.5133969070333478,0.21544937388823332,0.3690633700495954
sbert-tf-idf-top1,20,10,10,1288,190075,None,None,None,0.1942450329153138,0.6002951777140826
sbert-tf-idf-top1,20,20,10,665,163287,82081,0.42709535800660375,-1.4462845713244419,0.23407328239864816,0.4867970237065236
sbert-tf-idf-top1,20,20,20,511,161868,77664,0.42594208138797784,-1.36203443655866,0.23161172261218693,0.47876428051859143
sbert-tf-idf-top1,20,50,10,296,159825,73043,0.4175201832832542,-0.9570576534884754,0.23615000846695933,0.47061874516406055
sbert-tf-idf-top1,20,50,25,245,160002,69757,0.4092853179880675,-0.8916324596444076,0.22699778769549483,0.4671912464962345
sbert-tf-idf-top1,20,50,50,220,161647,68059,0.4093624235224066,-0.8632112749842241,0.2268261755024144,0.4717585114639928
sbert-tf-idf-top1,20,100,1,27,2119,59575,0.5306841718861818,-0.26659271468295775,0.9713762748561335,0.9644295041056475
sbert-tf-idf-top1,20,100,10,144,142227,63846,0.3977418214622307,-0.6383841165918089,0.20834542743041307,0.39656324305033963
sbert-tf-idf-top1,20,100,50,136,152855,63259,0.396373646080191,-0.6384936363553827,0.21307145496837027,0.4319163436904684
sbert-tf-idf-top1,20,100,100,108,144273,61766,0.38395982798485234,-0.5455324217994053,0.21165377939087895,0.40155670351873896
sbert-tf-idf-top5,5,10,10,1751,170864,None,None,None,0.4328620401480395,0.5816622801063285
sbert-tf-idf-top5,5,20,10,922,165115,91921,0.4376565266440726,-1.4699830867788075,0.43722191118837844,0.5658412873674268
sbert-tf-idf-top5,5,20,20,671,171853,84055,0.4467306494262074,-1.3432410510232364,0.4457259653989342,0.5879205627986106
sbert-tf-idf-top5,5,50,10,379,151077,76684,0.42524773502484814,-1.0748882822243848,0.44655005412796994,0.5333977482776004
sbert-tf-idf-top5,5,50,25,327,165330,73970,0.4268209204123017,-1.082228891813195,0.4515639426786234,0.5718705828210775
sbert-tf-idf-top5,5,50,50,258,162205,69706,0.41595519362095834,-1.0372679879292535,0.4407690766129508,0.5601478562869386
sbert-tf-idf-top5,5,100,1,284,134862,71086,0.401697906549123,-0.911174147687011,0.4403235765040761,0.4920793846341368
sbert-tf-idf-top5,5,100,10,208,149433,66981,0.42139353852436423,-0.9166325926916424,0.4455455111550106,0.5298953384030732
sbert-tf-idf-top5,5,100,50,168,155491,64229,0.3864467634771181,-0.8936140827757508,0.44779190400901,0.5490141323879365
sbert-tf-idf-top5,5,100,100,99,84934,61348,0.41594973535052215,-0.7285355662460677,0.4654761289136343,0.43540194132689575
sbert-tf-idf-top5,10,10,10,956,183206,83394,0.4536786492978177,-1.4748525876465817,0.43139944806903924,0.6168092914531381
sbert-tf-idf-top5,10,20,10,521,170760,77713,0.4479800268149622,-1.2367366808488625,0.4610588219850615,0.5916837193407837
sbert-tf-idf-top5,10,20,20,403,171946,73578,0.4535514742516075,-1.1473919287882361,0.46389684813753584,0.5977894796352682
sbert-tf-idf-top5,10,50,10,278,164865,71060,0.4291683497979759,-1.051005831587498,0.46697283093464476,0.5810611464142135
sbert-tf-idf-top5,10,50,25,231,160668,68304,0.4034563950015434,-1.0210377918347755,0.47142040422836773,0.5738957597173144
sbert-tf-idf-top5,10,50,50,205,159403,66673,0.41788191482657944,-0.9674506988083621,0.469314831256234,0.5684907926341073
sbert-tf-idf-top5,10,100,1,213,140321,66919,0.40109985023177763,-0.9091204660190259,0.4603715597233988,0.516655601659751
sbert-tf-idf-top5,10,100,10,169,157660,64396,0.390996167486192,-0.9293813086777286,0.4735459499359545,0.5665899256294975
sbert-tf-idf-top5,10,100,50,143,154290,62822,0.38474512770665004,-0.8657586884780929,0.44990311766334157,0.5453860865407603
sbert-tf-idf-top5,10,100,100,113,105132,62034,0.410352272713312,-0.8013102480863425,0.4592107795957652,0.4542639590008375
sbert-tf-idf-top5,15,10,10,788,189523,79220,0.4574315114769558,-1.3920290801407367,0.46434168658677516,0.6485827576469839
sbert-tf-idf-top5,15,20,10,460,179528,75118,0.45963328183610463,-1.2234713656697793,0.47491203811453525,0.6232617896009673
sbert-tf-idf-top5,15,20,20,332,174636,71052,0.4453761893643709,-1.1312166197238722,0.4704724409448819,0.6061287400886657
sbert-tf-idf-top5,15,50,10,230,172900,68694,0.426421319675174,-1.0200174012023533,0.4824673313928284,0.6076128843175851
sbert-tf-idf-top5,15,50,25,198,163613,66726,0.42103456599644,-0.9822845476141413,0.46845194018633746,0.5794581448053128
