embedding,n_neighbors,min_cluster_size,min_samples,topics_num,not_found,support,c_v,u_mass,c_su,c_cu
sbert-tf-idf-top5,15,50,50,176,169493,65536,0.43741543105902303,-0.9572655269516875,0.45106263982102907,0.586697114288634
sbert-tf-idf-top5,15,100,1,205,160879,66648,0.41909335629218436,-0.9563822016576574,0.46858080966851795,0.5690585697423582
sbert-tf-idf-top5,15,100,10,145,168864,63361,0.39410455765630537,-0.8735721500817979,0.48164322465998444,0.5982850798800028
sbert-tf-idf-top5,15,100,50,130,165443,62710,0.3915582221394395,-0.8721892124772409,0.466309628975265,0.5850679814848928
sbert-tf-idf-top5,15,100,100,113,160388,61429,0.3654613627538413,-0.8008091663108458,0.4584051633519741,0.5689535363052823
sbert-tf-idf-top5,20,10,10,696,189775,77048,0.45764959637019065,-1.3700340649649585,0.45463371158467686,0.6466757889879792
sbert-tf-idf-top5,20,20,10,432,189483,74530,0.4542139246869705,-1.207961695944037,0.46047227136374125,0.6469512821120298
sbert-tf-idf-top5,20,20,20,307,178515,69653,0.4453677543176223,-1.1159681257444567,0.4607673740717781,0.6152014029876686
sbert-tf-idf-top5,20,50,10,242,189894,69008,0.432796501186871,-1.055410978800265,0.45330459770114945,0.6455064980045497
sbert-tf-idf-top5,20,50,25,182,168151,65716,0.4148335835964823,-0.9945851765785256,0.4659656889872717,0.5890539311599196
sbert-tf-idf-top5,20,50,50,155,139696,64382,0.4244481402054345,-0.9257715504777647,0.4146459050502829,0.4936183120610402
sbert-tf-idf-top5,20,100,1,204,166049,66475,0.3986380202254198,-0.9259418980527715,0.4715297886759904,0.5868477280666835
sbert-tf-idf-top5,20,100,10,152,178992,63825,0.38120851862981237,-0.9356454118995912,0.4742821810874522,0.6240873627620531
sbert-tf-idf-top5,20,100,50,122,140742,62337,0.3935819293980261,-0.8461817565013693,0.41250712759891406,0.4938763619413855
sbert-tf-idf-top5,20,100,100,110,150644,61627,0.3802419160633035,-0.8126444719766197,0.4162712861819118,0.5193051387556848
sbert-tf-idf-weighted,5,10,10,1968,161481,None,None,None,0.41504787012626615,0.5500167418137117
sbert-tf-idf-weighted,5,20,10,1132,159361,None,None,None,0.41075549472410994,0.5420004432764461
sbert-tf-idf-weighted,5,20,20,857,159629,93559,0.46603409804430634,-1.3834588767726788,0.4050677823278092,0.5399965510685055
sbert-tf-idf-weighted,5,50,10,506,142757,84328,0.435364386677256,-1.1575475480993995,0.449954173758823,0.5159836156315731
sbert-tf-idf-weighted,5,50,25,402,135303,77533,0.4361400583070901,-1.1132409535150423,0.4496830177552181,0.5012560403328506
sbert-tf-idf-weighted,5,50,50,299,123437,71153,0.4123460381887504,-1.0180786854983448,0.43581306456556623,0.470956585756293
sbert-tf-idf-weighted,5,100,1,340,115603,72972,0.4102907846022162,-0.9792510970904733,0.4437847759995411,0.4580314752544721
sbert-tf-idf-weighted,5,100,10,260,122547,68639,0.4101501025965113,-0.9647428939722277,0.44763686454086854,0.47260919660626377
sbert-tf-idf-weighted,5,100,50,188,107362,64317,0.41043296353419734,-0.8776696664203475,0.40918836841984785,0.428695205969195
sbert-tf-idf-weighted,5,100,100,181,124859,63432,0.4027455215867357,-0.8920792820691749,0.4443037406259823,0.4816614080607422
sbert-tf-idf-weighted,10,10,10,1060,163933,None,None,None,0.4512774564904564,0.5712799079495076
sbert-tf-idf-weighted,10,20,10,635,160890,82512,0.47422632112587615,-1.3067066037474175,0.45580312008088153,0.5645391144237196
sbert-tf-idf-weighted,10,20,20,465,150212,75918,0.4575584015630173,-1.174811864296898,0.4614003192621497,0.5442647034273217
sbert-tf-idf-weighted,10,50,10,316,146732,72341,0.4274195240035532,-1.0480535220679077,0.4614708121963514,0.5346581836118751
sbert-tf-idf-weighted,10,50,25,260,134451,69191,0.42572760244189095,-0.9843918007531381,0.4878576693069122,0.5248100950562451
sbert-tf-idf-weighted,10,50,50,227,137350,67071,0.41872265778752565,-0.9639692870131565,0.4818589907847659,0.528193197267667
sbert-tf-idf-weighted,10,100,1,243,125834,67442,0.4117834718467232,-0.910631004661298,0.47123807759977776,0.49592930982713507
sbert-tf-idf-weighted,10,100,10,200,141507,65053,0.40318662072242095,-0.9167987226167396,0.4813163799551234,0.5352751829298644
sbert-tf-idf-weighted,10,100,50,174,134789,63714,0.38797089498641385,-0.8869475202825825,0.47403421352425235,0.5183772796007239
sbert-tf-idf-weighted,10,100,100,145,125287,62259,0.4278169162382225,-0.8080267407382564,0.4797414485985262,0.5002224217610861
sbert-tf-idf-weighted,15,10,10,871,171902,82743,0.4830262820042447,-1.4043337810830347,0.4518023321000112,0.5927706964303404
sbert-tf-idf-weighted,15,20,10,503,156945,77465,0.45765542896302863,-1.2247376479775915,0.4868988085635932,0.5722340285328326
sbert-tf-idf-weighted,15,20,20,390,151173,72884,0.4549555869871868,-1.1371015069845252,0.4735251086535565,0.5522000271329143
sbert-tf-idf-weighted,15,50,10,266,143514,69943,0.4180175051527816,-1.0125983484612489,0.48924480587097735,0.543791590208418
sbert-tf-idf-weighted,15,50,25,250,149099,68490,0.4179644128418518,-0.9854568227657843,0.4852570643233451,0.5544072201870536
sbert-tf-idf-weighted,15,50,50,218,141563,66837,0.43384423388669846,-0.9594601559300621,0.48512665582151987,0.5381069641854767
sbert-tf-idf-weighted,15,100,1,225,134190,66895,0.39414058122533646,-0.9200049831460705,0.4866217388403283,0.522073194259208
sbert-tf-idf-weighted,15,100,10,172,136439,64046,0.3961377669706568,-0.8798811755354918,0.48852374222985767,0.529697898567354
sbert-tf-idf-weighted,15,100,50,162,138939,63146,0.4124123939712415,-0.8807177013369428,0.4800548385571787,0.5296979982700594
sbert-tf-idf-weighted,15,100,100,129,110520,61633,0.3962670242680163,-0.7957354746647722,0.4407728887361063,0.4539901154004946
sbert-tf-idf-weighted,20,10,10,790,180027,80866,0.46918301339359375,-1.3587997078288585,0.4562382492291494,0.6190076105487263
sbert-tf-idf-weighted,20,20,10,468,166074,75993,0.46956484845195956,-1.2092286323454728,0.4853847584795684,0.5948197620704672
sbert-tf-idf-weighted,20,20,20,383,163967,72610,0.4678716803921832,-1.1445014513853207,0.4810856351928748,0.587676203711605
sbert-tf-idf-weighted,20,50,10,252,151942,68894,0.4291495418157466,-0.994134386808722,0.478093634794468,0.5558730366064722
sbert-tf-idf-weighted,20,50,25,230,152597,67354,0.42767366094597137,-0.9877397927627314,0.47756570613470156,0.5568913941515232
sbert-tf-idf-weighted,20,50,50,202,147752,65994,0.4151130566084215,-0.9374376562207318,0.4861700203027318,0.5527140996880439
sbert-tf-idf-weighted,20,100,1,209,133934,65935,0.4186424202351035,-0.8998143287253845,0.4797410330324654,0.5143053224922269
sbert-tf-idf-weighted,20,100,10,168,149785,63568,0.4022784131469311,-0.9074824529179447,0.4840257738889406,0.5559251102218278
sbert-tf-idf-weighted,20,100,50,152,144955,62669,0.40019113156790903,-0.8715820266453586,0.4843768274141359,0.5460611069249653
sbert-tf-idf-weighted,20,100,100,138,141721,62147,0.3785850795147802,-0.8327967258797867,0.4818166441136671,0.538063556478929
tfidf-spacy,20,10,10,1795,122619,None,None,None,0.5794042630715978,0.5516079129540485
tfidf-spacy,20,20,10,1316,120519,None,None,None,0.5831613041002278,0.55383567313994
tfidf-spacy,20,20,20,1130,118965,None,None,None,0.5810840235861793,0.5544058142831371
tfidf-spacy,20,50,10,718,110459,94403,0.5025479438318157,-1.3921573498232365,0.5956792366005473,0.5554593909064423
tfidf-spacy,20,50,25,661,110827,90900,0.5040532918427315,-1.387998159534723,0.59632025067288,0.5596885333333333
tfidf-spacy,20,50,50,599,114948,87362,0.500175519151488,-1.355878216252088,0.5999918273945734,0.570627707825616
tfidf-spacy,20,100,1,500,106795,79797,0.46826244637755965,-1.304517311217416,0.6027045764238073,0.5636243426255223
tfidf-spacy,20,100,10,447,107348,77295,0.4674553207677646,-1.2715194997946575,0.6067576722708052,0.5649145217261715
tfidf-spacy,20,100,50,386,103489,73511,0.47804176522724745,-1.2168635385794557,0.6114031299790044,0.5691213625607909
tfidf-spacy,20,100,100,348,106281,71017,0.4793188322212869,-1.2096400842913715,0.6096710170205089,0.5756316789012749
tfidf,15,10,10,2192,115298,None,None,None,0.5443841204465508,0.5128599346120718
tfidf,15,20,10,1490,109817,None,None,None,0.5505168823441916,0.5122009779251181
tfidf,15,20,20,1305,111618,None,None,None,0.5472612430987766,0.5170802346191093
tfidf,5,10,10,3166,101038,None,None,None,0.45381042291698037,0.4289288163195337
tfidf,5,20,10,1990,99607,None,None,None,0.4673077782245454,0.4377862089092887
tfidf,5,20,20,1701,100783,None,None,None,0.4605026733280743,0.438838919404826
tfidf,5,50,10,978,94076,110340,0.5267454030326351,-1.5165243018362817,0.45542467204188275,0.43461069302017863
tfidf,5,50,25,897,96726,105058,0.519464475741218,-1.5006014074706477,0.46629932598651974,0.44502318652783657
tfidf,5,50,50,810,102580,99453,0.5168316413759978,-1.4725926062679822,0.45269282288822765,0.4488319547911646
tfidf,5,100,1,603,86810,85752,0.5026818672806822,-1.3274472521969305,0.44058439747950706,0.42584487706187163
tfidf,5,100,10,557,90334,82721,0.4978423866583282,-1.329377287680488,0.4481474997466115,0.4337381616723262
tfidf,5,100,50,492,94265,78611,0.4953706501457939,-1.3001969719069104,0.4542005469965836,0.44431364014087293
tfidf,5,100,100,446,102057,75829,0.4795252914124492,-1.2498368431923788,0.4459765325353006,0.45327267717030295
tfidf,10,10,10,2521,108449,None,None,None,0.5086137254109949,0.47915810045326357
tfidf,10,20,10,1658,103430,None,None,None,0.5185460223161583,0.4817581846276783
tfidf,10,20,20,1428,103625,None,None,None,0.5211320436238149,0.48683400392330933
tfidf,10,50,10,880,98508,104793,0.5299000467733556,-1.5049237269684375,0.5147262075668542,0.4813766821483863
tfidf,10,50,25,821,102868,100506,0.530831881070921,-1.4855023011510653,0.5201709834258138,0.49283693210126056
tfidf,10,50,50,735,105518,94970,0.5221080426742627,-1.4513354715591449,0.5188964062272661,0.49809747805230187
tfidf,10,100,1,554,91551,83276,0.497981553958419,-1.349172566627884,0.5107069693549061,0.48009960888305936
tfidf,10,100,10,498,95789,79790,0.4981518588486781,-1.3142318573402207,0.5178421232334841,0.4895875943624261
tfidf,10,100,50,434,100864,75303,0.47906309259487106,-1.2739114865779813,0.5230006419569551,0.5022405514640254
tfidf,10,100,100,387,104238,72633,0.4848964000264448,-1.2505403010551717,0.5202090328444119,0.5072472898600943
tfidf,15,50,10,799,108555,99408,0.5270219424166368,-1.4729911277407413,0.5443337439962862,0.5148973545647751
tfidf,15,50,25,728,110421,95244,0.5206964855426351,-1.4483042189736586,0.5446418215397792,0.5200157039002532
tfidf,15,50,50,625,108128,89297,0.5207369789340232,-1.3887263403815926,0.5508341309995898,0.5241505714884566
tfidf,15,100,1,534,102198,82473,0.5024225134835089,-1.3402623633479436,0.5394382877929109,0.511261589464289
tfidf,15,100,10,478,105028,79168,0.5003843294445264,-1.3167794953746639,0.5446919172853487,0.5164858778813912
tfidf,15,100,50,420,107763,75251,0.501346960830788,-1.2524888142551933,0.5478500689482262,0.5263276377295861
tfidf,15,100,100,375,111247,72815,0.47693981750584313,-1.2199155902002412,0.5504174963605026,0.5345920431557654
tfidf,20,10,10,1975,124230,None,None,None,0.5530540110797152,0.534348669960056
tfidf,20,20,10,1397,118391,None,None,None,0.5579008391701434,0.5314841669996543
tfidf,20,20,20,1209,117410,None,None,None,0.5531663252002235,0.5292133827667843
tfidf,20,50,10,743,115244,96746,0.518568274394874,-1.4101382382612924,0.5516658879344427,0.5302491103202847
tfidf,20,50,25,677,114138,92655,0.5214125319416315,-1.4124749511374453,0.5603280243032995,0.5359742163868598
tfidf,20,50,50,597,115866,87510,0.5064140579649065,-1.3743707324143843,0.5573038616110432,0.5377032462749985
tfidf,20,100,1,493,102837,80190,0.5061040509507159,-1.296584148442969,0.5583917427966205,0.5233974058864708
tfidf,20,100,10,438,106867,76580,0.47882348114436496,-1.2881181794112864,0.562393120231518,0.5315956876630965
tfidf,20,100,50,398,112509,74213,0.48743022279034165,-1.2472905973218957,0.5615920198165629,0.5405536395068566
tfidf,20,100,100,361,120966,71909,0.47165938610870184,-1.233164878630556,0.5605588829397807,0.556373966809353
use-default,5,10,10,2320,168449,None,None,None,0.4666711238884803,0.5887086124781012
use-default,5,20,10,1185,157924,None,None,None,0.4798684298852118,0.566783101903889
use-default,5,20,20,851,156391,91532,0.47840822121422655,-1.364592225931852,0.5224135648699713,0.5895652319839568
use-default,5,50,10,468,142916,82368,0.45471798916410083,-1.1698571159745126,0.5102958879807388,0.5520047000346585
use-default,5,50,25,365,140735,76254,0.4396967659813238,-1.11981821477673,0.519945088046774,0.5521259868653051
use-default,5,50,50,305,142972,72900,0.41742743216724815,-1.0786513730758187,0.48969383013850304,0.5432396306730551
use-default,5,100,1,344,134310,74218,0.41485452106804305,-1.0177534464134492,0.5051025635771225,0.5330478866410082
use-default,5,100,10,257,131986,69503,0.3983562955326792,-1.015306514651238,0.5310381750043103,0.5460409317210475
use-default,5,100,50,189,126356,65686,0.3878054858754316,-0.9148234609002925,0.5184216643421664,0.5317742755465176
use-default,5,100,100,144,119373,63306,0.36750016651197737,-0.810731973657466,0.5345928358758709,0.5374310290822351
use-default,10,10,10,1389,165258,None,None,None,0.5296992624376372,0.6121376050852622
use-default,10,20,10,764,155334,86995,0.47853364327598374,-1.3329103146068493,0.5369704479824746,0.595294646689696
use-default,10,20,20,600,162100,81824,0.4734486426220888,-1.268827990207626,0.5072467180785306,0.5930214586688792
use-default,10,50,10,345,141428,74993,0.43948924855711957,-1.1125263827119427,0.5473178376541229,0.5713589730056717
use-default,10,50,25,321,153931,73533,0.451101729361449,-1.093800404725219,0.5423541781613384,0.5960473545887818
use-default,10,50,50,265,148088,70031,0.44006580723414657,-1.058497911621321,0.5483801926257418,0.5896834325567616
use-default,10,100,1,265,129448,69086,0.4033820809097072,-0.9930455361518054,0.5420984109432684,0.5464626229208402
use-default,10,100,10,212,136431,66709,0.41329451284004715,-0.9816159186358056,0.5546925796941384,0.5700552334501526
use-default,10,100,50,183,145104,64917,0.4023109428902389,-0.9487210032235454,0.5649402241477618,0.5997290890619709
use-default,10,100,100,145,133044,62970,0.41184654031625345,-0.8646627493574925,0.5593822238600958,0.5736304025385818
use-default,15,10,10,1180,176946,None,None,None,0.5136998780675814,0.6331520199444728
use-default,15,20,10,680,174619,84188,0.4852467338151264,-1.3000674558991059,0.5272177820191658,0.6356344610587144
use-default,15,20,20,506,167956,77878,0.4800446098943414,-1.223358128181628,0.5156337742093504,0.6117733028259281
use-default,15,50,10,339,157403,74676,0.44602221072846626,-1.1239316913741553,0.5537472137196975,0.6102656806792595
use-default,15,50,25,274,146213,70716,0.46205767644508383,-1.0607845240705989,0.5531898971000936,0.5896914907971078
use-default,15,50,50,222,143338,67768,0.43299357591537607,-1.004638610425897,0.5369265992778477,0.574759869188518
use-default,15,100,1,254,133453,69090,0.41735796324855723,-0.9815280282507027,0.5602843252666673,0.5672235644465956
use-default,15,100,10,197,151287,65740,0.3958920563769792,-0.9731414050753963,0.558047194443076,0.6008288829550512
use-default,15,100,50,152,141350,63609,0.3853122883272801,-0.8968524518074261,0.5450802364864865,0.5793298090510811
use-default,15,100,100,118,131381,61967,0.4049523355405582,-0.8078688724200688,0.5644785256613589,0.5765513802814707
use-default,20,10,10,1013,179619,None,None,None,0.523288361417455,0.6469775875941189
use-default,20,20,10,637,176330,82134,0.47881803968846914,-1.2832249706508845,0.5195758240886432,0.6357236868344435
use-default,20,20,20,471,169874,76619,0.4625296360997777,-1.2202410307540124,0.5276221934989708,0.6229952778757974
use-default,20,50,10,297,150140,72539,0.4468559014783447,-1.0743981629858803,0.5403398969717395,0.5920147400718025
use-default,20,50,25,252,151859,69549,0.4412377235512428,-1.0579245690448336,0.5374561994280305,0.5920767918627792
use-default,20,50,50,206,139269,67011,0.44652428977890346,-1.0086474944329498,0.5158702357253317,0.5547402648280185
use-default,20,100,1,224,132618,67834,0.4213541543996853,-0.9358978997317282,0.5639531864060525,0.5672924421427415
use-default,20,100,10,183,143406,65573,0.4047648855588504,-0.941542021745489,0.5389743086354754,0.5796753943577266
use-default,20,100,50,147,144270,63376,0.3979652909001198,-0.8854790147734876,0.5424736922373037,0.5807214247844954
use-default,20,100,100,117,138515,61770,0.39753597320337586,-0.8395335711790337,0.5451285066353099,0.5765389978111685
use-lexrank-top1,15,10,10,1024,176210,None,None,None,0.33972135131625325,0.5731905523370121
use-lexrank-top1,15,20,10,621,169745,81740,0.458193649522129,-1.3348503098169975,0.34932138621689285,0.5546628282299573
use-lexrank-top1,15,20,20,463,151009,75624,0.4606266851068894,-1.177386872977535,0.31556680570905676,0.47647468459885417
use-lexrank-top1,15,50,10,349,163865,74420,0.4308274695354239,-1.067942127044356,0.3285389518729291,0.5251793244359432
use-lexrank-top1,15,50,25,258,141003,69263,0.43219860147312744,-0.9399649284668636,0.3245257381761171,0.4542386695022094
use-lexrank-top1,15,50,50,212,140589,66697,0.42098809765219625,-0.8669243024476072,0.3303192245951273,0.4566164210384843
use-lexrank-top1,15,100,1,270,144281,69384,0.4039567186836927,-0.886062410443794,0.3281546608052753,0.46618786855738187
use-lexrank-top1,15,100,10,207,154798,66038,0.3975056757486494,-0.8188901905365124,0.3643707858088096,0.5121337261410077
use-lexrank-top1,15,100,50,156,143121,63031,0.40310406236552854,-0.7534481497029362,0.3078570098678086,0.4523046008289027
use-lexrank-top1,15,100,100,129,137992,61726,0.4220345538903788,-0.6776198560664112,0.30071506295662986,0.4346416801723168
use-lexrank-top1,20,10,10,873,161017,82668,0.46309475109277015,-1.4247555283607394,0.3036700445016353,0.5036261561038873
use-lexrank-top1,20,20,10,528,152389,78107,0.46037880687190785,-1.2291499391103204,0.3280044624842745,0.487449093557442
use-lexrank-top1,20,20,20,441,167588,74750,0.440262596982629,-1.181737401057342,0.34190212318314495,0.5434464774281805
use-lexrank-top1,20,50,10,274,145308,70390,0.43726607540428436,-0.9506025699690284,0.3156689851580043,0.45888043349017343
use-lexrank-top1,20,50,25,234,145740,68258,0.4300402574362285,-0.9033279602842852,0.32541671554564944,0.4654376913720062
use-lexrank-top1,20,50,50,190,143712,65502,0.4304072387422827,-0.8626631076248712,0.31940090560780215,0.4585885231168658
use-lexrank-top1,20,100,1,240,143090,67833,0.4126013592331112,-0.8267726888391432,0.34496834388537156,0.4714755084262334
use-lexrank-top1,20,100,10,166,137125,64008,0.413195540961915,-0.7408515127664193,0.337010415138624,0.44766931995082265
use-lexrank-top1,20,100,50,129,136533,61769,0.4192980846550838,-0.6704043467990448,0.32485870330548633,0.44231352366235915
use-lexrank-top1,20,100,100,118,137751,61372,0.41682287336973395,-0.6298271823437928,0.34141808645119903,0.45565924290844395
use-lexrank-top5,15,10,10,1107,160424,None,None,None,0.28465858271872846,0.5088817206191275
use-lexrank-top5,15,20,10,676,160709,84450,0.4565236958940141,-1.3557741977408413,0.2893630545643663,0.5116693686174606
use-lexrank-top5,15,20,20,560,157444,80595,0.4500152000593857,-1.2797936905949467,0.29097382368410407,0.5035131852879945
use-lexrank-top5,15,50,10,372,149258,76386,0.4264806079591629,-1.138726274118392,0.29686631713740363,0.47971361414960806
use-lexrank-top5,15,50,25,305,133281,72403,0.41342276953769747,-1.072587208114967,0.29248460208137383,0.4304462509729309
use-lexrank-top5,15,50,50,276,140985,70569,0.42067579692792545,-1.0211966324305717,0.26938563587428743,0.43810945698076187
use-lexrank-top5,15,100,1,283,131438,70290,0.40575676471861816,-0.9799093535717586,0.2889607570758812,0.42465894858753767
use-lexrank-top5,15,100,10,230,142580,67826,0.3808709960221209,-0.9659014452518953,0.29147428970605893,0.45656247721883214
use-lexrank-top5,15,100,50,189,135696,65086,0.40351889991463663,-0.8898121749061291,0.28365493869243463,0.4318759639993898
use-lexrank-top5,15,100,100,159,137316,63104,0.3729968935734145,-0.8281452547875614,0.29358623268222195,0.4463713221712194
use-lexrank-top5,20,10,10,1010,165575,None,None,None,0.27894901470128247,0.5222003327204273
use-lexrank-top5,20,20,10,674,166743,84322,0.47569090093336275,-1.3465506746204343,0.2852298067393459,0.5266845635251599
use-lexrank-top5,20,20,20,546,160540,80434,0.4721977134531808,-1.254143010675626,0.29657320872274145,0.5125517955801105
use-lexrank-top5,20,50,10,352,151167,75254,0.42665142948934276,-1.1089644706856734,0.2906090586825756,0.47944381713801176
use-lexrank-top5,20,50,25,312,147368,72732,0.4199020847414342,-1.074116028539678,0.2958233328357009,0.47098866450181215
use-lexrank-top5,20,50,50,273,147209,70475,0.41971358169372763,-1.0158358940506826,0.2723792963280791,0.45819298297910394
use-lexrank-top5,20,100,1,289,140051,71294,0.40982901045186365,-0.9993412494133475,0.2881336204388058,0.4471903422597228
use-lexrank-top5,20,100,10,228,151085,67696,0.4096033295099043,-0.9592408192941956,0.2859704115314288,0.4780168661124294
use-lexrank-top5,20,100,50,177,139598,64551,0.3735639507913241,-0.856730321917961,0.2964286081970082,0.4526440259888873
use-lexrank-top5,20,100,100,145,138498,62587,0.38898962755764444,-0.7872727488367759,0.2962209098292441,0.4506072499410437
use-lexrank-weighted,15,10,10,1023,165425,None,None,None,0.33088592485669477,0.5459941531601281
use-lexrank-weighted,15,20,10,642,163991,81318,0.46501713601587025,-1.2645450689300919,0.33169486718971547,0.5426014078087811
use-lexrank-weighted,15,20,20,519,160937,77667,0.47200581784131895,-1.231039985033233,0.33601255406284686,0.5366624552448991
use-lexrank-weighted,15,50,10,316,152270,72893,0.4218220825570646,-1.0604055890872357,0.33629643276604565,0.5112031173891866
use-lexrank-weighted,15,50,25,265,144103,69973,0.4216335675388362,-1.0234084003118498,0.3375838370456239,0.4892251356502663
use-lexrank-weighted,15,50,50,243,153640,68669,0.42420172009739915,-1.0080271215858194,0.3337696484059324,0.5160248147624552
use-lexrank-weighted,15,100,1,248,140402,68598,0.4131923211717253,-0.9717887526715161,0.3292932321166633,0.4743344742142308
use-lexrank-weighted,15,100,10,197,147651,65776,0.3900143187080879,-0.9309439085251564,0.33436723224900033,0.498007801557803
use-lexrank-weighted,15,100,50,161,146824,63631,0.3885118539164424,-0.8785905311812297,0.3290107330584495,0.4938873176355448
use-lexrank-weighted,15,100,100,146,147573,62863,0.38360710947242527,-0.865587195427879,0.3285937483615926,0.49675972392600026
use-lexrank-weighted,20,10,10,958,170818,84523,0.48507083652125704,-1.3788106329892837,0.3283038196985219,0.5628568187833188
use-lexrank-weighted,20,20,10,567,159346,79155,0.4747750639208288,-1.222882405327675,0.33484933909666104,0.5290175759764199
use-lexrank-weighted,20,20,20,477,163184,75861,0.46134496045323836,-1.1679222166883827,0.3345990907212234,0.5421593218782736
use-lexrank-weighted,20,50,10,301,152277,72193,0.4374563671819383,-1.048163361203984,0.33648048238654393,0.5102574164836725
use-lexrank-weighted,20,50,25,251,147466,69128,0.41171034612018753,-1.0097266156566262,0.3321658472842561,0.4954560613640153
use-lexrank-weighted,20,50,50,237,154875,68214,0.4152947339481069,-1.0103264054907704,0.32444160962219665,0.5122093504344228
use-lexrank-weighted,20,100,1,238,139242,68416,0.41052881783470124,-0.9348688748221958,0.331789802289282,0.4716944105526309
use-lexrank-weighted,20,100,10,186,148863,65195,0.3906180441306878,-0.9250200548310433,0.33735744208837243,0.501925902559292
use-lexrank-weighted,20,100,50,158,153003,63532,0.34564152982999546,-0.8819027611740081,0.33666186449065777,0.5173030878977118
use-lexrank-weighted,20,100,100,137,149190,62460,0.3776688887401792,-0.8195336299143416,0.33282915736548935,0.5051285935983687
use-mean,15,10,10,958,175245,83724,0.48552799963033366,-1.4386923100781026,0.4641265154311348,0.6073749606344299
use-mean,15,20,10,555,165079,79153,0.49037909012814584,-1.2479743889587587,0.48754171030518545,0.594853201201543
use-mean,15,20,20,442,159221,74949,0.48847235598882427,-1.1852265666438313,0.4945340149429807,0.5842445629739945
use-mean,15,50,10,282,150523,70903,0.45644543790646513,-1.0612005125265285,0.4876217427677308,0.5591475124953815
use-mean,15,50,25,263,153819,69982,0.4464947787498202,-1.0671054777378315,0.5080278577088285,0.5817192451858882
use-mean,15,50,50,217,152398,67165,0.435039150366778,-0.9884200204175575,0.4974232877414067,0.5714170931792799
use-mean,15,100,1,208,132104,66243,0.40102752648185974,-0.8971376439022037,0.5209729506058453,0.546442247383884
use-mean,15,100,10,174,141971,64742,0.4304281355108006,-0.9107905788492625,0.5172000223135425,0.5622920279562711
use-mean,15,100,50,143,143597,62770,0.40339210743227316,-0.8821990932543337,0.5114553744954403,0.5631325474986578
use-mean,15,100,100,117,131022,61376,0.39402644103953693,-0.7739315854086832,0.4972891741321621,0.532751753312255
use-mean,20,10,10,784,164685,78874,0.4673073274204041,-1.3675477401413312,0.49591140990797694,0.5960570232505515
use-mean,20,20,10,478,164395,75451,0.47512949142806615,-1.2584027840320937,0.49630430649301266,0.5946765049359718
use-mean,20,20,20,376,153545,71768,0.4555475889855181,-1.1656185093969813,0.5123857450960255,0.5822154434930205
use-mean,20,50,10,235,144317,68621,0.4318117696486221,-1.0118646434525176,0.5184304064092679,0.5649683340209984
use-mean,20,50,25,199,141705,66182,0.43905274979025266,-0.9601082768461996,0.5240661705697819,0.5664410999569083
use-mean,20,50,50,182,145783,65228,0.42422532729351814,-0.9446470993801227,0.5202689322860188,0.572839043973857
use-mean,20,100,1,203,140046,66495,0.4232314988317401,-0.9242532976568965,0.5159852429320663,0.5538524439356461
use-mean,20,100,10,160,147992,64111,0.4075862844168975,-0.9051256490389084,0.512982590763033,0.5691354290217556
use-mean,20,100,50,125,137174,61854,0.3889383698154891,-0.8184367347432907,0.5267951907852383,0.5613033829413215
use-mean,20,100,100,111,135007,61156,0.39557163717470617,-0.774082495767248,0.5188489281982005,0.552814428285153
use-tf-idf-top5,15,10,10,739,173283,77376,0.4836807402483351,-1.3257271889723639,0.37018742991402787,0.5639598924417663
use-tf-idf-top5,15,20,10,416,160302,73350,0.47693344714534086,-1.1446727636101826,0.3955706984667802,0.5370900446341936
use-tf-idf-top5,15,20,20,312,148997,69466,0.46522698446752536,-1.0665253306603621,0.3847695794510199,0.4977724593504152
use-tf-idf-top5,15,50,10,222,150589,67948,0.4323192170800837,-0.9742888848849701,0.3973080097408883,0.51220732278001
use-tf-idf-top5,15,50,25,188,148560,65667,0.4146961781128122,-0.9527911239924035,0.38788223666476984,0.501649765644538
use-tf-idf-top5,15,50,50,156,146495,63944,0.420259940080333,-0.8406704395848413,0.41416350733936036,0.513590268587312
use-tf-idf-top5,15,100,1,186,143857,65402,0.41397642478007696,-0.8629484929776748,0.39779961181451573,0.49770503160994195
use-tf-idf-top5,15,100,10,130,142614,62252,0.3805362328847046,-0.8042377382191818,0.395729184219888,0.4907365330866829
use-tf-idf-top5,15,100,50,119,147638,61617,0.405306928557864,-0.731052347879402,0.4138266891332509,0.5164122642152128
use-tf-idf-top5,15,100,100,105,148130,60898,0.38728767553423527,-0.7238516590546047,0.40096077017519927,0.5101517563578474
use-tf-idf-top5,20,10,10,666,184270,75574,0.47357441285066054,-1.3481228978163011,0.3739078724669503,0.601683971695115
use-tf-idf-top5,20,20,10,390,173755,72063,0.4534333207099913,-1.1632742123690436,0.3996715064713225,0.5795675271351186
use-tf-idf-top5,20,20,20,309,170156,69330,0.45835685800382997,-1.1205498997780037,0.4063880478483149,0.5724443767876743
use-tf-idf-top5,20,50,10,216,161310,66977,0.4091859202946407,-0.9633135529508456,0.40847105572112347,0.5491322979545445
use-tf-idf-top5,20,50,25,170,152722,65003,0.4257718914262639,-0.9244738360907803,0.3980283677789481,0.5200323625891673
use-tf-idf-top5,20,50,50,147,152042,63837,0.4206799958288546,-0.835001422413989,0.38997443480876237,0.5118993536251982
